cliente_id,genero,edad,pais,ciudad,segmento_de_cliente,meses_permanencia,canal_de_registro,tipo_contrato,conexiones_mensuales,dias_activos_semanales,promedio_conexion,caracteristicas_usadas,tasa_crecimiento_uso,ultima_conexion,cuota_mensual,ingresos_totales,metodo_de_pago,errores_de_pago,descuento_aplicado,aumento_ultimos_3_meses,tickets_de_soporte,tiempo_promedio_de_resolucion,tipo_de_queja,puntuacion_csates,escaladas,tasa_apertura_email,puntuacion_nps,respuesta_de_la_encuesta,estado_de_conexion,permanencia_corta,abandonar
cust01890,masculino,35,banglades,dhaka,individual,5,referido,trimestral,2,4,27.21,7,0.17,77,20,100,tarjeta,0,0,1,1,24.95,facturacion,2.0,0,0.38,3.0,insatisfecho,inactivo,1,1
cust01891,femenino,40,us,new york,individual,16,mobile,mensual,17,3,13.17,3,-0.21,14,10,160,paypal,0,0,1,0,18.12,sin queja,4.0,0,0.98,7.0,satisfecho,en riesgo,0,0
cust01892,femenino,63,australia,sydney,sme,25,mobile,trimestral,8,3,7.77,6,0.02,16,100,2500,tarjeta,1,0,0,2,10.26,facturacion,4.0,1,0.71,6.0,satisfecho,en riesgo,0,1
cust01893,masculino,50,india,delhi,individual,31,web,mensual,14,4,14.58,4,0.31,2,30,930,tarjeta,2,1,1,1,23.63,facturacion,4.0,1,0.83,7.0,satisfecho,activo,0,0
cust01894,masculino,56,alemania,berlin,individual,3,web,trimestral,1,1,19.42,4,-0.12,34,20,60,transferencia bancaria,0,0,0,2,15.58,otro tipo de queja,2.0,0,0.36,3.0,insatisfecho,inactivo,1,1
cust01895,masculino,57,us,new york,individual,27,mobile,anual,19,6,14.46,7,-0.17,10,50,1350,transferencia bancaria,3,0,0,3,30.24,facturacion,3.0,0,0.81,5.0,neutral,en riesgo,0,1
cust01896,masculino,35,uk,londres,individual,18,web,mensual,14,6,12.96,4,-0.12,9,30,540,transferencia bancaria,0,0,0,0,31.35,sin queja,5.0,0,0.88,9.0,muy satisfecho,en riesgo,0,0
cust01897,femenino,26,uk,londres,individual,35,mobile,mensual,10,7,12.81,6,-0.16,19,20,700,paypal,0,0,0,1,24.32,tecnico,5.0,0,0.88,9.0,muy satisfecho,en riesgo,0,0
cust01898,masculino,50,canada,toronto,individual,3,mobile,trimestral,0,0,19.07,8,-0.15,49,50,150,tarjeta,1,0,0,1,24.72,facturacion,2.0,1,0.06,3.0,insatisfecho,inactivo,1,0
cust01899,femenino,49,uk,londres,sme,52,web,mensual,30,0,6.85,7,-0.21,26,50,2600,tarjeta,0,0,0,0,33.54,sin queja,3.0,0,0.17,5.0,neutral,en riesgo,0,0
cust01900,femenino,71,australia,sydney,enterprise,45,web,trimestral,11,3,18.14,3,0.17,26,70,3150,tarjeta,0,0,0,0,25.81,sin queja,4.0,0,0.97,7.0,satisfecho,en riesgo,0,0
cust01901,femenino,34,alemania,berlin,individual,33,referido,mensual,24,5,25.68,6,-0.23,30,10,330,paypal,0,0,1,2,25.44,otro tipo de queja,3.0,2,0.26,5.0,neutral,en riesgo,0,0
cust01902,masculino,36,canada,toronto,individual,43,web,trimestral,10,0,24.93,6,0.12,25,30,1290,tarjeta,0,0,0,1,31.59,facturacion,5.0,0,0.96,9.0,muy satisfecho,en riesgo,0,0
cust01903,masculino,44,alemania,berlin,individual,21,web,anual,21,0,25.34,3,-0.23,29,20,420,tarjeta,2,1,0,2,22.47,facturacion,3.0,0,0.49,5.0,neutral,en riesgo,0,0
cust01904,masculino,23,alemania,berlin,sme,48,mobile,mensual,5,5,8.93,7,0.04,23,70,3360,paypal,0,0,0,0,17.21,sin queja,4.0,0,0.99,7.0,satisfecho,en riesgo,0,0
cust01905,masculino,52,banglades,dhaka,individual,30,referido,anual,13,0,26.73,3,0.15,26,20,600,tarjeta,1,0,1,1,26.57,facturacion,4.0,1,0.78,7.0,satisfecho,en riesgo,0,0
cust01906,femenino,73,us,new york,sme,56,referido,mensual,18,3,13.97,9,0.01,7,70,3920,transferencia bancaria,1,0,0,1,23.73,facturacion,3.0,0,0.26,5.0,neutral,activo,0,0
cust01907,masculino,54,uk,londres,sme,46,mobile,trimestral,8,6,17.88,6,-0.16,6,100,4600,tarjeta,0,0,0,0,30.64,sin queja,3.0,0,0.56,5.0,neutral,activo,0,0
cust01908,masculino,51,india,delhi,enterprise,37,web,mensual,6,2,15.1,4,0.01,8,100,3700,tarjeta,0,0,0,0,37.78,sin queja,4.0,0,0.94,7.0,satisfecho,en riesgo,0,0
cust01909,femenino,37,alemania,berlin,sme,35,referido,mensual,15,7,10.5,4,-0.06,4,70,2450,paypal,0,0,0,1,21.23,tecnico,3.0,2,0.55,5.0,neutral,activo,0,0
cust01910,masculino,42,australia,sydney,sme,50,mobile,trimestral,14,3,16.11,4,-0.01,3,20,1000,transferencia bancaria,0,1,0,0,23.48,sin queja,3.0,0,0.96,5.0,neutral,activo,0,1
cust01911,femenino,21,banglades,dhaka,individual,22,mobile,mensual,17,3,20.54,5,-0.17,25,50,1100,transferencia bancaria,0,0,1,0,13.26,sin queja,5.0,0,0.94,9.0,muy satisfecho,en riesgo,0,0
cust01912,femenino,27,australia,sydney,individual,42,web,mensual,13,5,18.98,4,0.07,16,30,1260,tarjeta,0,1,0,0,36.85,sin queja,3.0,0,0.98,5.0,neutral,en riesgo,0,0
cust01913,femenino,27,india,delhi,individual,47,web,mensual,21,7,17.8,3,-0.02,9,50,2350,tarjeta,0,1,0,2,29.97,facturacion,3.0,1,0.28,5.0,neutral,en riesgo,0,0
cust01914,femenino,41,uk,londres,individual,44,web,trimestral,20,1,9.29,11,0.13,33,70,3080,tarjeta,1,0,0,1,19.77,facturacion,3.0,0,0.35,5.0,neutral,inactivo,0,0
cust01915,femenino,38,uk,londres,sme,46,web,mensual,16,1,13.93,7,0.18,8,30,1380,paypal,1,0,0,1,30.32,facturacion,3.0,0,0.84,5.0,neutral,en riesgo,0,0
cust01916,femenino,28,canada,toronto,individual,41,web,mensual,10,3,16.81,5,0.07,14,50,2050,transferencia bancaria,0,0,0,0,15.92,sin queja,4.0,0,0.96,7.0,satisfecho,en riesgo,0,0
cust01917,femenino,44,canada,toronto,sme,26,referido,trimestral,7,7,3.81,6,-0.03,30,20,520,transferencia bancaria,1,0,1,1,7.86,facturacion,4.0,1,0.72,6.0,satisfecho,en riesgo,0,0
cust01918,femenino,33,canada,toronto,individual,38,web,mensual,8,4,19.22,5,-0.1,9,50,1900,paypal,0,0,1,2,17.24,facturacion,4.0,0,0.97,7.0,satisfecho,en riesgo,0,0
cust01919,masculino,43,uk,londres,sme,30,web,mensual,14,4,17.95,5,-0.11,25,10,300,paypal,1,0,0,1,45.55,facturacion,4.0,0,0.83,7.0,satisfecho,en riesgo,0,0
cust01920,masculino,47,alemania,berlin,individual,38,web,trimestral,7,6,25.04,6,0.07,21,10,380,transferencia bancaria,0,0,0,2,13.66,servicio,4.0,1,0.95,7.0,satisfecho,en riesgo,0,0
cust01921,masculino,66,us,new york,individual,31,mobile,trimestral,14,1,11.96,7,0.1,13,30,930,transferencia bancaria,0,0,1,2,15.88,tecnico,4.0,0,0.87,7.0,satisfecho,en riesgo,0,0
cust01922,masculino,33,india,delhi,individual,4,referido,trimestral,1,5,14.54,1,-0.0,70,30,120,tarjeta,0,0,0,0,44.16,sin queja,2.0,0,0.24,3.0,insatisfecho,inactivo,1,0
cust01923,femenino,24,banglades,dhaka,sme,17,mobile,trimestral,5,1,14.98,6,0.02,18,20,340,tarjeta,0,0,0,0,27.15,sin queja,5.0,0,1.0,9.0,muy satisfecho,en riesgo,0,0
cust01924,masculino,33,india,delhi,individual,3,referido,mensual,18,2,19.79,4,-0.19,13,20,60,transferencia bancaria,0,0,0,1,50.0,facturacion,3.0,1,0.57,5.0,neutral,en riesgo,1,0
cust01925,femenino,52,india,delhi,individual,40,referido,trimestral,8,1,11.9,3,0.04,4,20,800,tarjeta,0,1,0,2,22.31,facturacion,4.0,0,0.93,7.0,satisfecho,activo,0,0
cust01926,masculino,33,canada,toronto,individual,1,referido,mensual,1,6,23.73,8,-0.05,45,10,10,tarjeta,0,0,0,0,30.96,sin queja,2.0,0,0.35,3.0,insatisfecho,inactivo,1,1
cust01927,masculino,57,us,new york,sme,2,web,mensual,0,5,13.43,11,0.19,80,20,40,paypal,0,0,1,0,33.85,sin queja,2.0,0,0.27,3.0,insatisfecho,inactivo,1,1
cust01928,masculino,29,australia,sydney,individual,15,web,mensual,8,6,16.61,8,0.07,26,50,750,transferencia bancaria,0,1,0,1,22.77,servicio,3.0,0,0.86,5.0,neutral,en riesgo,0,0
cust01929,femenino,52,uk,londres,enterprise,20,web,anual,10,6,10.0,5,-0.03,24,50,1000,paypal,0,0,0,2,34.03,servicio,3.0,0,0.8,5.0,neutral,en riesgo,0,0
cust01930,masculino,66,australia,sydney,individual,44,web,trimestral,20,0,6.94,5,0.08,4,30,1320,paypal,2,0,0,2,27.28,facturacion,3.0,0,0.14,5.0,neutral,activo,0,0
cust01931,femenino,38,canada,toronto,individual,47,mobile,anual,14,3,14.18,6,0.3,3,20,940,tarjeta,0,1,0,0,7.82,sin queja,4.0,0,0.92,7.0,satisfecho,activo,0,0
cust01932,femenino,67,alemania,berlin,sme,12,web,anual,17,6,9.02,4,0.15,15,20,240,tarjeta,2,1,1,2,35.24,facturacion,4.0,2,0.71,7.0,satisfecho,en riesgo,0,0
cust01933,masculino,60,banglades,dhaka,individual,46,mobile,anual,9,3,7.86,4,-0.07,18,20,920,paypal,1,1,0,1,24.28,facturacion,5.0,0,0.83,9.0,muy satisfecho,en riesgo,0,0
cust01934,masculino,53,banglades,dhaka,sme,47,web,mensual,15,5,14.74,6,0.1,1,30,1410,tarjeta,0,0,0,1,31.79,facturacion,5.0,0,0.94,9.0,muy satisfecho,activo,0,1
cust01935,masculino,65,canada,toronto,individual,5,web,trimestral,1,3,5.63,6,0.46,69,20,100,tarjeta,1,0,0,3,39.28,facturacion,2.0,1,0.03,3.0,insatisfecho,inactivo,1,1
cust01936,femenino,34,us,new york,enterprise,11,web,mensual,11,5,12.74,7,0.15,1,20,220,tarjeta,0,0,0,3,27.01,otro tipo de queja,4.0,0,0.96,7.0,satisfecho,activo,0,0
cust01937,masculino,49,banglades,dhaka,sme,35,referido,trimestral,11,7,15.19,6,0.0,17,30,1050,tarjeta,0,1,0,1,22.57,facturacion,4.0,1,0.94,8.0,satisfecho,en riesgo,0,0
cust01938,femenino,58,canada,toronto,sme,2,mobile,mensual,1,2,22.5,7,0.21,37,20,40,transferencia bancaria,0,0,0,0,25.52,sin queja,2.0,0,0.4,3.0,insatisfecho,inactivo,1,1
cust01939,femenino,23,india,delhi,individual,14,referido,mensual,9,2,14.04,5,-0.25,4,50,700,paypal,1,0,0,1,9.39,facturacion,5.0,0,0.86,9.0,muy satisfecho,activo,0,0
cust01940,masculino,41,alemania,berlin,individual,26,referido,trimestral,11,0,17.74,5,-0.14,1,100,2600,tarjeta,2,1,0,2,22.52,facturacion,4.0,1,0.78,8.0,satisfecho,activo,0,0
cust01941,masculino,44,alemania,berlin,sme,41,web,anual,21,6,6.11,6,-0.26,1,10,410,tarjeta,0,0,0,2,25.72,otro tipo de queja,3.0,0,0.68,5.0,neutral,activo,0,0
cust01942,femenino,37,uk,londres,sme,5,web,trimestral,32,3,6.26,3,-0.22,19,30,150,paypal,0,1,0,4,24.14,servicio,3.0,0,0.14,5.0,neutral,en riesgo,1,1
cust01943,femenino,42,uk,londres,individual,18,mobile,mensual,20,7,21.04,5,0.02,18,20,360,paypal,0,1,0,1,5.31,servicio,3.0,2,0.76,5.0,neutral,en riesgo,0,0
cust01944,femenino,19,india,delhi,individual,54,mobile,anual,6,0,10.07,3,-0.19,5,30,1620,paypal,0,1,0,1,12.84,otro tipo de queja,3.0,0,0.25,4.0,neutral,activo,0,0
cust01945,masculino,26,alemania,berlin,individual,50,web,mensual,11,1,8.09,5,-0.13,18,30,1500,tarjeta,0,0,0,2,29.19,tecnico,4.0,1,0.98,8.0,satisfecho,en riesgo,0,0
cust01946,femenino,45,india,delhi,sme,53,web,anual,16,3,7.92,7,-0.24,0,50,2650,paypal,0,1,0,2,13.11,facturacion,3.0,1,0.2,5.0,neutral,activo,0,0
cust01947,masculino,70,alemania,berlin,individual,4,mobile,anual,2,7,12.6,6,0.09,83,50,200,tarjeta,0,1,1,2,27.67,tecnico,2.0,0,0.33,3.0,insatisfecho,inactivo,1,1
cust01948,femenino,55,us,new york,individual,29,web,trimestral,8,0,19.47,7,-0.16,2,50,1450,paypal,0,0,0,0,1.0,sin queja,3.0,0,0.3,4.0,neutral,activo,0,0
cust01949,femenino,20,canada,toronto,individual,35,referido,trimestral,18,2,1.0,5,0.15,11,20,700,tarjeta,0,1,0,1,29.62,facturacion,4.0,0,0.97,7.0,satisfecho,en riesgo,0,0
cust01950,masculino,37,uk,londres,individual,6,mobile,trimestral,0,5,33.4,10,-0.0,50,10,60,tarjeta,1,0,0,2,6.81,facturacion,2.0,0,0.04,3.0,insatisfecho,inactivo,1,1
cust01951,femenino,23,us,new york,individual,17,web,trimestral,14,7,15.46,8,0.23,28,20,340,tarjeta,0,1,0,2,27.17,servicio,4.0,0,0.97,6.0,satisfecho,en riesgo,0,0
cust01952,masculino,56,banglades,dhaka,enterprise,6,web,mensual,1,7,8.91,9,-0.03,52,50,300,tarjeta,1,0,0,4,31.05,facturacion,2.0,0,0.09,3.0,insatisfecho,inactivo,1,1
cust01953,masculino,50,canada,toronto,individual,15,mobile,trimestral,8,2,13.84,5,0.15,29,20,300,tarjeta,0,0,0,3,32.8,tecnico,4.0,0,0.93,7.0,satisfecho,en riesgo,0,1
cust01954,femenino,72,uk,londres,enterprise,36,mobile,mensual,13,2,8.2,5,0.05,19,50,1800,tarjeta,3,1,0,3,23.43,facturacion,5.0,2,0.87,9.0,muy satisfecho,en riesgo,0,0
cust01955,masculino,18,banglades,dhaka,individual,50,mobile,trimestral,17,7,16.22,6,0.11,2,30,1500,tarjeta,0,1,0,1,23.91,tecnico,4.0,1,0.92,6.0,satisfecho,activo,0,0
cust01956,masculino,54,india,delhi,individual,15,mobile,trimestral,19,5,9.35,2,0.16,30,50,750,paypal,1,0,0,1,1.0,facturacion,5.0,1,0.86,9.0,muy satisfecho,en riesgo,0,0
cust01957,femenino,23,banglades,dhaka,individual,6,mobile,mensual,14,0,15.97,3,0.05,2,50,300,tarjeta,0,0,0,0,8.63,sin queja,3.0,0,0.33,5.0,neutral,activo,1,0
cust01958,masculino,62,us,new york,sme,6,web,anual,2,0,11.59,3,0.08,34,70,420,tarjeta,0,1,0,0,14.07,sin queja,2.0,0,0.32,3.0,insatisfecho,inactivo,1,1
cust01959,masculino,51,australia,sydney,sme,46,referido,mensual,15,0,19.12,3,0.1,25,20,920,tarjeta,0,0,0,1,18.87,tecnico,4.0,0,0.88,7.0,satisfecho,en riesgo,0,0
cust01960,masculino,64,banglades,dhaka,individual,46,web,mensual,5,4,27.04,4,-0.22,26,10,460,tarjeta,0,0,0,3,15.63,servicio,4.0,0,0.92,7.0,satisfecho,en riesgo,0,0
cust01961,femenino,32,australia,sydney,individual,5,web,mensual,1,7,10.02,5,0.08,81,30,150,transferencia bancaria,2,0,0,1,27.77,facturacion,2.0,0,0.1,3.0,insatisfecho,inactivo,1,0
cust01962,masculino,62,uk,londres,enterprise,28,web,mensual,24,3,14.65,6,0.15,18,70,1960,transferencia bancaria,0,0,0,1,29.53,servicio,3.0,1,0.86,5.0,neutral,en riesgo,0,0
cust01963,femenino,43,us,new york,enterprise,20,web,mensual,13,4,19.64,8,0.01,17,10,200,tarjeta,0,0,0,2,25.19,tecnico,4.0,1,0.99,7.0,satisfecho,en riesgo,0,0
cust01964,femenino,74,banglades,dhaka,individual,20,web,mensual,6,4,23.55,3,-0.18,4,70,1400,transferencia bancaria,0,0,0,4,42.2,facturacion,4.0,0,0.87,7.0,satisfecho,activo,0,0
cust01965,masculino,31,canada,toronto,sme,26,mobile,mensual,27,5,17.63,8,0.09,1,70,1820,paypal,0,1,0,2,33.48,facturacion,3.0,0,0.33,4.0,neutral,activo,0,0
cust01966,masculino,71,banglades,dhaka,individual,16,web,mensual,5,7,9.75,14,-0.19,26,100,1600,tarjeta,0,0,0,2,18.2,facturacion,4.0,0,0.88,7.0,satisfecho,en riesgo,0,0
cust01967,masculino,24,canada,toronto,individual,44,referido,mensual,6,6,6.57,3,-0.23,2,20,880,paypal,0,0,1,2,8.92,tecnico,4.0,0,0.93,7.0,satisfecho,activo,0,0
cust01968,femenino,63,us,new york,individual,5,mobile,trimestral,2,1,16.9,6,0.19,83,20,100,tarjeta,0,0,0,1,22.86,tecnico,2.0,0,0.19,3.0,insatisfecho,inactivo,1,1
cust01969,masculino,48,australia,sydney,individual,1,web,trimestral,0,7,19.7,5,0.1,1,50,50,tarjeta,0,1,0,0,39.83,sin queja,3.0,0,0.43,5.0,neutral,activo,1,1
cust01970,masculino,41,us,new york,sme,5,web,mensual,47,7,18.64,4,-0.1,3,20,100,tarjeta,0,0,0,1,26.41,tecnico,3.0,0,0.76,5.0,neutral,activo,1,1
cust01971,masculino,48,australia,sydney,individual,49,web,anual,32,6,19.53,5,0.08,13,100,4900,tarjeta,0,0,0,4,15.5,servicio,3.0,1,0.37,5.0,neutral,en riesgo,0,0
cust01972,masculino,46,australia,sydney,individual,5,web,mensual,0,1,6.08,4,-0.01,86,10,50,paypal,0,0,0,3,42.54,tecnico,2.0,0,0.21,2.0,insatisfecho,inactivo,1,0
cust01973,masculino,59,india,delhi,sme,46,web,trimestral,14,6,11.0,6,0.14,1,20,920,tarjeta,0,0,0,3,29.33,tecnico,3.0,1,0.25,5.0,neutral,activo,0,0
cust01974,femenino,49,india,delhi,individual,40,web,anual,19,2,13.9,4,0.48,26,30,1200,tarjeta,0,0,1,2,32.58,otro tipo de queja,3.0,1,0.85,6.0,neutral,en riesgo,0,0
cust01975,femenino,34,canada,toronto,individual,3,web,mensual,1,5,16.72,5,-0.11,65,20,60,tarjeta,1,0,0,1,1.0,facturacion,2.0,1,0.08,3.0,insatisfecho,inactivo,1,1
cust01976,masculino,31,uk,londres,sme,36,web,mensual,27,4,16.94,5,-0.03,23,10,360,tarjeta,0,1,0,0,40.44,sin queja,3.0,0,0.61,5.0,neutral,en riesgo,0,0
cust01977,masculino,57,alemania,berlin,individual,11,web,trimestral,14,6,17.38,3,-0.16,15,70,770,transferencia bancaria,0,0,1,2,28.92,facturacion,4.0,0,0.89,7.0,satisfecho,en riesgo,0,1
cust01978,masculino,53,us,new york,individual,19,referido,mensual,10,7,1.24,3,0.18,2,20,380,transferencia bancaria,0,0,1,0,24.65,sin queja,4.0,0,0.91,6.0,satisfecho,activo,0,1
cust01979,masculino,65,australia,sydney,individual,49,web,mensual,12,1,5.75,6,-0.01,26,30,1470,transferencia bancaria,0,0,1,1,22.19,tecnico,5.0,0,1.0,9.0,muy satisfecho,en riesgo,0,0
cust01980,femenino,41,us,new york,individual,27,mobile,trimestral,24,6,15.35,4,-0.01,5,10,270,paypal,0,0,0,0,25.07,sin queja,3.0,0,0.37,5.0,neutral,activo,0,0
cust01981,masculino,62,uk,londres,sme,26,web,trimestral,20,7,16.07,5,-0.04,0,50,1300,transferencia bancaria,0,1,0,3,13.43,tecnico,3.0,0,0.69,5.0,neutral,activo,0,0
cust01982,femenino,71,uk,londres,sme,35,web,mensual,19,4,13.9,4,-0.07,2,10,350,tarjeta,0,1,1,1,27.19,tecnico,3.0,0,0.62,5.0,neutral,activo,0,0
cust01983,femenino,44,alemania,berlin,individual,13,mobile,trimestral,15,7,17.82,7,-0.06,24,50,650,paypal,0,0,0,1,6.06,facturacion,3.0,0,0.29,5.0,neutral,en riesgo,0,0
cust01984,masculino,42,banglades,dhaka,individual,48,web,trimestral,6,6,19.6,2,-0.04,11,30,1440,paypal,0,0,0,2,47.19,otro tipo de queja,4.0,0,0.89,7.0,satisfecho,en riesgo,0,0
cust01985,femenino,49,alemania,berlin,enterprise,3,web,mensual,0,3,7.23,9,0.14,58,30,90,transferencia bancaria,1,0,0,3,10.91,facturacion,2.0,0,0.11,3.0,insatisfecho,inactivo,1,1
cust01986,femenino,69,australia,sydney,individual,41,mobile,mensual,6,4,2.91,3,0.16,30,50,2050,tarjeta,0,0,0,2,31.87,facturacion,5.0,1,0.89,9.0,muy satisfecho,en riesgo,0,0
cust01987,femenino,35,india,delhi,individual,49,web,trimestral,10,7,12.22,2,0.04,17,20,980,tarjeta,0,1,0,2,29.44,facturacion,5.0,1,0.92,9.0,muy satisfecho,en riesgo,0,0
cust01988,femenino,63,banglades,dhaka,enterprise,6,web,mensual,0,7,19.67,5,0.24,10,30,180,tarjeta,0,0,0,1,19.15,servicio,3.0,0,0.26,4.0,neutral,en riesgo,1,0
cust01989,masculino,35,alemania,berlin,enterprise,50,web,trimestral,19,7,16.79,3,0.11,10,10,500,transferencia bancaria,1,0,1,1,23.7,facturacion,4.0,0,0.89,7.0,satisfecho,en riesgo,0,1
cust01990,masculino,54,india,delhi,individual,28,web,mensual,9,2,13.02,5,-0.07,7,20,560,transferencia bancaria,0,0,0,1,24.44,servicio,3.0,0,0.86,5.0,neutral,activo,0,0
cust01991,femenino,43,banglades,dhaka,individual,47,web,mensual,19,0,23.61,6,0.15,7,30,1410,paypal,2,0,1,1,25.47,facturacion,5.0,0,0.66,9.0,muy satisfecho,activo,0,0
cust01992,masculino,26,india,delhi,individual,29,referido,mensual,18,2,29.89,4,0.16,7,20,580,tarjeta,2,0,0,2,24.53,facturacion,5.0,0,0.8,8.0,muy satisfecho,activo,0,0
cust01993,masculino,52,australia,sydney,individual,14,mobile,anual,19,4,20.09,2,0.05,8,10,140,tarjeta,0,0,0,0,35.9,sin queja,4.0,0,0.91,6.0,satisfecho,en riesgo,0,0
cust01994,masculino,25,canada,toronto,sme,12,mobile,anual,19,6,26.04,2,-0.02,29,30,360,tarjeta,0,0,0,2,2.42,tecnico,4.0,1,0.91,7.0,satisfecho,en riesgo,0,0
cust01995,masculino,37,india,delhi,individual,30,mobile,trimestral,18,5,4.5,4,-0.18,28,50,1500,tarjeta,0,0,1,1,37.39,tecnico,4.0,0,0.97,7.0,satisfecho,en riesgo,0,0
cust01996,masculino,71,australia,sydney,individual,44,mobile,trimestral,7,6,15.88,4,-0.05,18,10,440,tarjeta,0,1,0,1,9.46,otro tipo de queja,3.0,1,0.21,4.0,neutral,en riesgo,0,0
cust01997,femenino,59,alemania,berlin,individual,4,mobile,mensual,1,4,11.31,4,-0.26,88,50,200,tarjeta,0,0,0,0,36.02,sin queja,2.0,0,0.32,3.0,insatisfecho,inactivo,1,1
cust01998,masculino,39,us,new york,enterprise,12,mobile,trimestral,16,7,19.88,4,-0.03,22,20,240,tarjeta,0,1,0,1,22.74,tecnico,4.0,0,0.99,7.0,satisfecho,en riesgo,0,0
cust01999,masculino,36,alemania,berlin,individual,43,web,mensual,20,0,6.38,4,0.03,13,10,430,paypal,0,0,0,1,47.79,facturacion,4.0,0,0.87,8.0,satisfecho,en riesgo,0,1
cust02000,masculino,47,uk,londres,individual,22,web,trimestral,20,2,14.74,3,0.18,18,30,660,tarjeta,0,0,0,1,35.26,tecnico,4.0,0,0.9,7.0,satisfecho,en riesgo,0,0
cust02001,masculino,70,alemania,berlin,enterprise,19,referido,anual,14,2,10.59,10,-0.06,7,30,570,tarjeta,1,0,0,1,21.55,facturacion,4.0,0,0.88,7.0,satisfecho,activo,0,0
cust02002,femenino,45,canada,toronto,individual,49,referido,mensual,11,6,20.65,5,0.06,4,10,490,tarjeta,1,0,0,1,35.89,facturacion,3.0,1,0.25,5.0,neutral,activo,0,0
cust02003,femenino,52,australia,sydney,individual,43,web,trimestral,6,4,11.5,1,0.19,25,10,430,tarjeta,1,0,0,1,25.92,facturacion,4.0,0,0.87,7.0,satisfecho,en riesgo,0,0
cust02004,femenino,60,india,delhi,individual,26,mobile,trimestral,13,3,4.1,2,-0.15,8,50,1300,tarjeta,1,0,0,1,17.21,facturacion,3.0,1,0.87,6.0,neutral,en riesgo,0,0
cust02005,femenino,28,uk,londres,individual,29,mobile,mensual,11,5,18.27,4,0.1,10,10,290,transferencia bancaria,0,0,0,2,33.59,tecnico,4.0,0,0.93,7.0,satisfecho,en riesgo,0,0
cust02006,masculino,48,australia,sydney,individual,51,web,trimestral,6,5,21.03,4,-0.23,16,10,510,tarjeta,0,0,0,0,22.03,sin queja,3.0,0,0.32,5.0,neutral,en riesgo,0,0
cust02007,femenino,66,australia,sydney,individual,24,referido,trimestral,9,7,8.78,4,-0.12,1,20,480,paypal,0,0,0,1,37.88,facturacion,5.0,0,0.98,9.0,muy satisfecho,activo,0,0
cust02008,masculino,65,india,delhi,individual,49,mobile,trimestral,10,1,19.69,7,-0.11,25,50,2450,transferencia bancaria,2,0,0,2,13.32,facturacion,4.0,0,0.88,7.0,satisfecho,en riesgo,0,1
cust02009,masculino,56,banglades,dhaka,individual,58,mobile,mensual,21,7,15.73,4,-0.08,3,30,1740,tarjeta,0,1,0,0,25.18,sin queja,3.0,0,0.34,4.0,neutral,activo,0,0
cust02010,masculino,53,alemania,berlin,individual,29,web,mensual,15,4,15.68,5,-0.09,19,50,1450,tarjeta,0,0,0,0,23.24,sin queja,4.0,0,0.85,7.0,satisfecho,en riesgo,0,0
cust02011,masculino,47,us,new york,individual,5,web,anual,0,4,1.0,5,0.07,85,10,50,transferencia bancaria,0,0,0,0,23.67,sin queja,2.0,0,0.19,3.0,insatisfecho,inactivo,1,1
cust02012,masculino,40,banglades,dhaka,individual,57,web,trimestral,12,7,23.04,6,-0.01,4,20,1140,paypal,0,0,0,1,30.04,tecnico,3.0,0,0.88,5.0,neutral,activo,0,0
cust02013,femenino,36,uk,londres,individual,5,web,trimestral,0,5,17.48,5,-0.14,46,50,250,tarjeta,1,0,0,1,43.15,facturacion,2.0,0,0.14,3.0,insatisfecho,inactivo,1,1
cust02014,femenino,29,india,delhi,enterprise,18,web,mensual,6,1,16.94,9,-0.21,23,50,900,paypal,0,0,1,0,31.09,sin queja,3.0,0,0.95,5.0,neutral,en riesgo,0,0
cust02015,femenino,32,canada,toronto,individual,4,referido,mensual,2,0,17.92,7,0.12,50,50,200,transferencia bancaria,1,0,0,1,41.47,facturacion,2.0,1,0.08,3.0,insatisfecho,inactivo,1,1
cust02016,femenino,48,canada,toronto,individual,27,mobile,anual,27,4,16.71,4,0.16,9,70,1890,tarjeta,0,0,0,1,35.95,otro tipo de queja,3.0,0,0.33,5.0,neutral,en riesgo,0,0
cust02017,masculino,60,us,new york,sme,20,web,mensual,18,7,25.4,1,0.02,24,20,400,paypal,0,0,1,0,19.45,sin queja,5.0,0,0.92,9.0,muy satisfecho,en riesgo,0,0
cust02018,femenino,54,us,new york,individual,44,web,anual,5,3,22.72,4,-0.4,16,10,440,transferencia bancaria,0,0,0,2,17.97,servicio,5.0,1,0.96,8.0,muy satisfecho,en riesgo,0,0
cust02019,masculino,54,alemania,berlin,sme,44,mobile,mensual,12,0,11.84,2,-0.06,3,20,880,transferencia bancaria,0,1,0,1,23.08,tecnico,3.0,0,0.15,4.0,neutral,activo,0,0
cust02020,femenino,32,canada,toronto,sme,2,web,mensual,0,0,34.17,5,-0.08,74,20,40,tarjeta,0,0,0,0,24.7,sin queja,1.0,0,0.21,1.0,muy insatisfecho,inactivo,1,1
cust02021,masculino,46,uk,londres,sme,34,referido,mensual,5,0,20.39,6,-0.06,15,10,340,tarjeta,0,0,0,2,32.74,facturacion,4.0,1,0.87,6.0,satisfecho,en riesgo,0,0
cust02022,masculino,67,india,delhi,sme,45,mobile,trimestral,11,4,28.65,3,0.22,9,70,3150,transferencia bancaria,0,1,0,0,29.29,sin queja,4.0,0,0.93,7.0,satisfecho,en riesgo,0,0
