cliente_id,genero,edad,pais,ciudad,segmento_cliente,es_mayor,tiene_pareja,tiene_dependientes,latitud,longitud,borough,codigo_postal,estado,fecha_registro,ingreso_mediano,densidad_poblacional,tipo_contrato,antiguedad,cargo_mensual,ingresos_totales,metodo_pago,canal_registro,errores_pago,descuento_aplicado,aumento_precio_3m,facturacion_sin_papel,servicio_telefono,lineas_multiples,tipo_internet,seguridad_online,respaldo_online,proteccion_dispositivo,soporte_tecnico,streaming_tv,streaming_peliculas,nivel_riesgo,score_riesgo,conexiones_mensuales,dias_activos_semanales,promedio_conexion,caracteristicas_usadas,tasa_crecimiento_uso,dias_ultima_conexion,tickets_soporte,tiempo_resolucion,tipo_queja,escaladas,puntuacion_csat,puntuacion_nps,tasa_apertura_email,tasa_clics_marketing,respuesta_encuesta,referencias_hechas,cancelacion,fecha_ultimo_pago,intentos_cobro_fallidos,dias_mora,cambio_plan_reciente,downgrade_reciente,visitas_app_mensual,tiempo_sesion_promedio,features_nuevas_usadas,ultimo_contacto_soporte,competidores_area,ofertas_recibidas,precio_vs_mercado
10182-E847D,Masculino,30.0,USA,New York,Residencial,0,No,No,40.74000585562675,-73.98591195733462,BROOKLYN,11209,NY,2025-10-12,63000.0,14000.0,Mensual,3,70.97,212.91,Cheque por correo,Web,0,No,No,No,No,Sin servicio,DSL,Si,No,Si,Si,No,No,Low,0.4599999999999999,66,6,103.99,8,-1.74,3.0,2,4.92,Ninguna,0,3.42,64.0,0.41,0.14,Neutral,0.0,0,2025-12-20,1,15,0,0,63,67.79,2,2025-11-10,5,0,Competitivo
10183-85A44,Masculino,33.0,USA,New York,PYME,0,No,No,40.58754705395587,-73.81145520439269,QUEENS,11593,NY,2023-09-23,72000.0,8500.0,Mensual,28,107.97,3023.16,Tarjeta de crédito,Web,0,No,No,Si,Si,Si,Fibra óptica,Si,Si,No,No,No,Si,Medium,6.493,129,7,57.72,7,0.88,1.0,8,28.97,Servicio,2,1.3,16.0,0.09,0.04,Neutral,0.0,0,2025-12-19,1,15,0,0,30,79.13,4,2025-09-23,3,3,Alto
10184-4E86E,Masculino,33.0,USA,New York,Residencial,0,No,No,40.75776009553173,-73.86255438229695,MANHATTAN,10083,NY,2025-01-15,85000.0,28000.0,Mensual,12,94.42,1133.04,Transferencia bancaria,Web,0,No,No,No,Si,Si,DSL,No,No,Si,No,Si,Si,Low,0.177,145,5,71.79,5,2.12,5.0,2,11.59,Ninguna,0,4.67,69.0,0.71,0.31,Satisfecho,0.0,0,2025-12-21,1,15,0,1,3,89.67,5,2025-10-06,3,1,Competitivo
10185-00DB5,Femenino,49.0,USA,New York,Corporativo,0,Si,No,40.612557067622305,-74.12948216608743,BROOKLYN,11255,NY,2020-04-11,63000.0,14000.0,Dos años,69,148.98,10279.62,Transferencia bancaria,Web,0,No,No,Si,Si,Si,Fibra óptica,No,No,Si,Si,Si,Si,Low,0.164,96,6,68.89,9,18.87,0.0,1,8.22,Ninguna,0,3.76,64.0,0.27,0.13,Neutral,0.0,0,2025-11-29,3,10,0,0,53,26.51,2,2025-11-10,5,3,Bajo
10186-1CFA8,Masculino,57.0,USA,New York,PYME,1,No,No,40.64166622380843,-73.93679092061923,BROOKLYN,11202,NY,2020-07-10,63000.0,14000.0,Dos años,66,64.46,4254.36,Transferencia bancaria,Web,0,10%,No,Si,Si,Si,DSL,Si,Si,No,Si,No,No,Low,0.0,131,5,65.43,8,18.51,7.0,1,7.9,Ninguna,0,5.36,77.0,0.75,0.31,Satifecho,1.0,0,2025-12-15,2,5,1,0,82,16.74,9,2025-08-18,4,3,Alto
10187-18DF5,Masculino,37.0,USA,New York,Corporativo,0,No,No,40.79889360560616,-73.96870727977426,BROOKLYN,11228,NY,2023-04-26,63000.0,14000.0,Dos años,34,172.83,5876.22,Cheque electrónico,Web,0,No,No,Si,Si,No,Fibra óptica,Si,No,No,Si,Si,No,Low,0.3289999999999999,55,4,68.16,11,9.83,8.0,2,4.84,Ninguna,0,3.14,53.0,0.3,0.14,Satisfecho,0.0,0,2025-12-23,3,0,0,0,64,16.74,1,2025-08-24,8,3,Competitivo
10188-76309,Femenino,45.0,USA,New York,PYME,0,No,No,40.760284691571,-73.92015667780916,MANHATTAN,10039,NY,2025-10-12,85000.0,28000.0,Mensual,3,88.77,266.31,Cheque electrónico,Web,0,No,No,Si,Si,Si,DSL,No,No,No,Si,Si,No,Medium,6.9399999999999995,98,7,101.57,8,11.6,5.0,7,10.3,Red,1,2.07,4.0,0.24,0.11,Sin Respuesta,0.0,0,2025-11-23,1,0,1,0,92,38.79,9,2025-08-12,6,0,Bajo
10189-6217B,Masculino,45.0,USA,New York,PYME,0,Si,No,40.64193992254254,-73.98032590571228,MANHATTAN,10122,NY,2020-09-08,85000.0,28000.0,Un año,60,111.12,6667.200000000001,Cheque electrónico,Web,0,10%,Si,No,Si,Si,Fibra óptica,Si,Si,Si,No,No,No,Low,0.371,67,5,64.99,11,22.53,8.0,4,34.79,Facturacion,0,1.8,22.0,0.06,0.03,Satisfecho,0.0,0,2025-12-19,0,30,0,0,5,22.73,8,2025-11-13,8,1,Bajo
10190-0913E,Femenino,27.0,USA,New York,Residencial,0,No,No,40.866911648018466,-73.89604338838653,STATEN ISLAND,10313,NY,2025-12-11,82000.0,3200.0,Mensual,173,57.22,9899.06,Cheque electrónico,Web,1,10%,No,Si,Si,No,DSL,Si,Si,No,No,No,No,Alto,10.0,7,1,38.03,1,3.16,46.0,8,50.1,Servicio,0,0.99,0.0,0.23,0.08,Insatisfecho,0.0,0,2025-12-07,1,0,0,0,64,66.6,6,2025-08-26,4,1,Competitivo
10191-6B802,Femenino,30.0,USA,New York,Residencial,0,Si,No,40.64563700279934,-74.02050399257479,BROOKLYN,11214,NY,2024-01-21,63000.0,14000.0,Un año,22,28.1,618.2,Cheque por correo,Web,0,No,No,No,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.21,96,5,51.83,7,19.86,2.0,2,12.3,Ninguna,0,4.09,66.0,0.51,0.16,Satisfecho,0.0,0,2025-12-03,0,0,0,0,88,55.26,3,2025-09-08,5,3,Bajo
10192-BE629,Femenino,39.0,USA,New York,Residencial,0,No,No,40.72131647429571,-73.98334007762529,QUEENS,11021,NY,2025-12-11,72000.0,8500.0,Mensual,1,55.91,55.91,Cheque electrónico,Web,3,No,No,No,No,Sin servicio,DSL,No,No,No,No,No,No,Alto,10.0,5,1,30.83,2,-7.51,37.0,8,23.29,Servicio,3,1.11,0.0,0.13,0.05,No respondió,0.0,1,2025-11-08,0,30,1,0,90,107.7,2,2025-10-08,1,0,Competitivo
10193-EDE86,Femenino,36.0,USA,New York,PYME,1,Si,No,40.69344421872563,-73.99057726746152,MANHATTAN,10259,NY,2021-05-06,85000.0,28000.0,Mensual,54,132.13,7135.0199999999995,Tarjeta de crédito,Web,0,No,No,No,Si,Si,Fibra óptica,No,Si,Si,No,No,Si,Low,0.127,106,4,109.73,7,6.0,2.0,4,14.95,Ninguna,0,3.53,72.0,0.44,0.22,Muy satisfecho,0.0,0,2025-12-23,0,5,0,0,21,87.5,3,2025-07-09,2,1,Bajo
10195-E7E4A,Masculino,58.0,USA,New York,Corporativo,1,Si,No,40.6877355784987,-73.91677117319472,BROOKLYN,11236,NY,2021-01-06,63000.0,14000.0,Un año,62,128.94,7994.28,Transferencia bancaria,Web,0,10%,No,Si,Si,Si,Fibra óptica,No,Si,No,Si,No,No,Low,0.0,69,7,50.95,5,21.64,8.0,1,3.75,Ninguna,0,4.92,87.0,0.69,0.28,Muy satisfecho,4.0,0,2025-11-03,0,10,1,0,16,28.67,8,2025-11-14,8,1,Competitivo
10196-E2333,Femenino,50.0,USA,New York,Corporativo,1,No,No,40.64554245748084,-73.94319428811157,MANHATTAN,10221,NY,2022-05-31,85000.0,28000.0,Un año,44,149.0,6556.0,Tarjeta de crédito,Web,0,No,No,Si,Si,Si,Fibra óptica,Si,Si,Si,No,Si,Si,Low,0.247,58,4,92.62,10,22.8,8.0,2,17.22,Ninguna,0,3.89,67.0,0.21,0.07,Muy satisfecho,1.0,0,2025-12-03,0,0,0,0,58,10.26,8,2025-12-21,2,2,Bajo
10197-EA67D,Masculino,50.0,USA,New York,Corporativo,0,No,No,40.580371194201796,-74.09952180624168,BRONX,10452,NY,2022-08-29,42000.0,13000.0,Un año,39,130.57,5092.23,Cheque electrónico,Web,0,No,No,Si,Si,No,Fibra óptica,No,Si,No,Si,Si,No,Low,0.0,136,7,83.37,5,18.95,2.0,2,3.83,Ninguna,0,5.17,76.0,0.59,0.23,Satisfecho,2.0,0,2025-11-25,0,30,0,1,28,86.55,5,2025-12-05,1,0,Competitivo
10199-0237A,Masculino,58.0,USA,New York,PYME,0,Si,No,40.57861275081483,-74.10460224466651,BRONX,10470,NY,2022-01-01,42000.0,13000.0,Mensual,46,109.34,5029.64,Transferencia bancaria,Web,1,No,No,Si,Si,Si,Fibra óptica,Si,Si,No,No,Si,No,Low,0.471,47,7,69.9,9,17.71,2.0,3,34.37,Ninguna,0,3.03,56.0,0.19,0.09,Muy satisfecho,0.0,0,2025-12-05,1,0,0,0,66,102.27,10,2025-11-11,4,3,Competitivo
1020-JPQOW,Femenino,44.0,USA,New York,Corporativo,0,Si,No,40.71772350595003,-73.98280707888735,BRONX,10453,NY,2021-06-05,42000.0,13000.0,Mensual,56,150.21,8411.76,Cheque electrónico,Web,0,No,Si,No,Si,Si,Fibra óptica,No,Si,Si,Si,No,No,Low,0.0,101,4,52.55,10,11.74,4.0,1,6.6,Ninguna,0,4.9,82.0,0.45,0.18,Neutral,0.0,0,2025-12-23,1,0,1,0,16,85.61,8,2025-07-09,2,2,Alto
10200-C1C6F,Femenino,58.0,USA,New York,Corporativo,0,Si,No,40.62520827050648,-73.9610507349241,QUEENS,11481,NY,2020-02-11,72000.0,8500.0,Dos años,74,104.51,7733.740000000001,Transferencia bancaria,Web,0,No,No,Si,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Low,0.208,58,4,95.74,5,5.15,0.0,2,5.24,Ninguna,0,2.81,55.0,0.47,0.15,Sin Respuesta,1.0,0,2025-11-03,0,0,1,0,1,79.04,8,2025-07-12,2,1,Competitivo
10201-7FD3B,Femenino,21.0,USA,New York,Residencial,0,Si,Si,40.75709481981614,-73.82897251222431,BRONX,10471,NY,2024-02-20,42000.0,13000.0,Dos años,22,15.08,331.76,Cheque por correo,Web,0,No,No,No,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.0,75,7,68.2,5,2.22,0.0,1,38.31,Ninguna,0,3.92,82.0,0.56,0.15,Neutral,0.0,0,2025-11-11,0,0,1,1,31,33.67,5,2025-08-24,3,3,Alto
10202-532A0,Masculino,46.0,USA,New York,Residencial,0,No,No,40.75553054818381,-73.84261669620673,BROOKLYN,11231,NY,2024-09-17,63000.0,14000.0,Dos años,15,26.41,396.15,Tarjeta de crédito,Web,0,No,No,No,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.237,140,5,70.42,9,-0.79,1.0,1,26.99,Ninguna,0,3.87,52.0,0.28,0.13,Muy satisfecho,0.0,0,2025-12-03,0,15,1,1,21,61.88,4,2025-09-13,7,0,Bajo
10203-9AF1B,Masculino,43.0,USA,New York,Residencial,0,No,No,40.11238533659802,-77.51958437167269,BROOKLYN,11204,NY,2022-09-28,63000.0,14000.0,Un año,37,53.34,1973.58,Tarjeta de crédito,Web,0,10%,Si,No,No,Sin servicio,DSL,No,Si,No,Si,No,No,Low,0.3239999999999999,108,5,98.82,9,16.85,9.0,2,8.94,Ninguna,0,2.79,58.0,0.42,0.13,Muy satisfecho,0.0,0,2025-12-03,0,10,0,0,96,88.37,10,2025-10-29,8,0,Competitivo
10204-51EF7,Femenino,58.0,USA,New York,Corporativo,0,Si,No,40.71186051913989,-73.78738686540636,QUEENS,11525,NY,2020-03-12,72000.0,8500.0,Dos años,72,104.62,7532.64,Tarjeta de crédito,Web,1,No,No,No,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Low,0.193,99,5,115.9,11,18.31,5.0,1,3.83,Ninguna,0,3.77,60.0,0.35,0.11,Sin Respuesta,1.0,0,2025-11-24,1,15,1,0,57,27.24,2,2025-08-08,4,0,Bajo
10205-5D541,Femenino,60.0,USA,New York,Corporativo,0,No,No,40.70776777873149,-73.80263899638418,BROOKLYN,11254,NY,2023-03-27,63000.0,14000.0,Mensual,36,153.12,5512.32,Cheque electrónico,Web,2,No,No,Si,Si,No,Fibra óptica,No,Si,Si,Si,Si,Si,Low,0.268,73,6,70.02,9,5.76,1.0,2,7.28,Ninguna,0,3.32,58.0,0.21,0.09,Satisfecho,0.0,0,2025-11-20,1,0,0,0,52,59.8,0,2025-08-08,5,3,Competitivo
10206-F365C,Femenino,54.0,USA,New York,PYME,0,No,No,40.85164194315992,-73.90123262631076,MANHATTAN,10003,NY,2025-06-14,85000.0,28000.0,Mensual,7,116.16,813.12,Cheque electrónico,Web,1,No,No,Si,Si,No,Fibra óptica,No,No,No,No,Si,No,Alto,9.5,31,1,36.14,4,-14.88,43.0,5,38.34,Calidad,0,1.41,7.0,0.21,0.08,Muy insatisfecho,0.0,1,2025-11-25,0,15,0,0,85,18.46,3,2025-07-17,5,1,Competitivo
10207-8171A,Masculino,58.0,USA,New York,PYME,0,Si,Si,40.80030824591114,-73.93764438631162,QUEENS,11481,NY,2023-12-22,72000.0,8500.0,Un año,23,153.45,3529.35,Cheque electrónico,Web,1,No,No,Si,Si,No,Fibra óptica,No,No,No,No,Si,Si,Medium,3.205,78,7,116.75,11,23.16,5.0,5,11.69,Calidad,0,1.14,18.0,0.07,0.02,Satisfecho,0.0,0,2025-12-04,0,0,1,0,46,66.03,0,2025-11-18,1,1,Competitivo
10208-ACB55,Femenino,42.0,USA,New York,Residencial,0,Si,No,40.57973646653265,-74.10932715301261,MANHATTAN,10066,NY,2022-01-01,85000.0,28000.0,Mensual,53,49.79,2638.87,Tarjeta de crédito,Web,5,No,No,Si,Si,Si,DSL,No,No,No,No,No,No,Low,0.422,81,6,52.34,9,8.11,8.0,12,17.41,Servicio,5,3.09,59.0,0.31,0.13,Neutral,0.0,0,2025-11-07,2,0,0,0,3,70.96,0,2025-11-20,7,0,Alto
10209-0F835,Masculino,45.0,USA,New York,PYME,0,Si,No,40.612123386946394,-74.09912253145055,BROOKLYN,11238,NY,2022-07-30,63000.0,14000.0,Mensual,42,120.76,5071.92,Transferencia bancaria,Web,2,No,No,Si,Si,Si,Fibra óptica,No,Si,Si,No,Si,No,Medium,4.5760000000000005,81,4,84.69,9,24.24,3.0,5,45.13,Facturacion,0,2.42,8.0,0.24,0.07,Satisfecho,0.0,0,2025-12-14,0,5,0,0,37,66.57,5,2025-12-16,2,3,Competitivo
10210-75702,Masculino,38.0,USA,New York,Residencial,0,No,No,40.655349823021346,-74.00335535960416,QUEENS,11140,NY,2025-01-15,72000.0,8500.0,Mensual,11,15.05,165.55,Tarjeta de crédito,Web,1,No,No,No,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.0579999999999999,127,7,45.84,11,15.32,2.0,1,28.27,Ninguna,0,3.57,71.0,0.28,0.12,Muy satisfecho,1.0,0,2025-12-22,1,10,0,0,12,58.99,10,2025-08-24,5,1,Bajo
10211-115C5,Femenino,64.0,USA,New York,Residencial,0,No,No,40.743255808651206,-73.91948780566948,QUEENS,11442,NY,2023-08-24,72000.0,8500.0,Un año,29,24.29,704.41,Cheque por correo,Web,0,No,No,No,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.0,87,4,106.89,8,-1.28,1.0,2,34.7,Ninguna,0,4.72,73.0,0.38,0.21,Neutral,0.0,0,2025-11-28,1,5,0,0,60,72.56,4,2025-11-03,7,1,Bajo
10212-8FCD9,Femenino,53.0,USA,New York,Corporativo,0,No,No,40.645910547445816,-73.99803247350754,BROOKLYN,11226,NY,2021-08-04,63000.0,14000.0,Mensual,49,157.66,7725.34,Cheque electrónico,Web,0,No,No,Si,Si,Si,Fibra óptica,No,No,No,Si,Si,Si,Low,0.887,70,5,66.52,10,4.81,1.0,3,6.93,Precio,0,1.9,12.0,0.18,0.09,Sin Respuesta,0.0,0,2025-11-08,0,10,0,0,86,119.63,6,2025-11-07,1,1,Bajo
10213-4C9C3,Femenino,33.0,USA,New York,PYME,0,Si,No,40.76719573598091,-73.93758513641492,QUEENS,11178,NY,2022-07-30,72000.0,8500.0,Mensual,38,73.85,2806.2999999999997,Tarjeta de crédito,Web,0,No,No,Si,Si,Si,DSL,Si,Si,No,Si,No,No,Low,0.0,61,6,69.96,10,14.71,1.0,1,4.09,Ninguna,0,4.8,74.0,0.64,0.26,Muy satisfecho,3.0,0,2025-12-11,2,30,1,1,63,76.59,0,2025-08-20,7,3,Alto
10214-886AD,Masculino,27.0,USA,New York,Residencial,0,No,No,40.69221696711461,-73.98707598474006,BROOKLYN,11213,NY,2025-12-11,63000.0,14000.0,Mensual,1,15.97,15.97,Transferencia bancaria,Web,0,No,No,No,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.609,126,7,96.55,6,14.48,6.0,3,44.17,Red,0,3.58,41.0,0.4,0.18,Satisfecho,0.0,0,2025-12-18,0,10,1,0,76,91.55,0,2025-10-30,3,0,Bajo
10215-1A09A,Masculino,39.0,USA,New York,Residencial,0,No,Si,40.60762819846653,-74.15130829885992,BRONX,10469,NY,2021-06-05,42000.0,13000.0,Un año,58,23.7,1374.6,Cheque por correo,Web,0,No,No,Si,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.0,80,4,104.19,9,1.96,5.0,1,46.59,Ninguna,0,3.86,73.0,0.76,0.28,Sin Respuesta,3.0,0,2025-12-03,3,15,1,0,83,27.09,7,2025-08-26,4,3,Competitivo
10216-9EF70,Femenino,50.0,USA,New York,Residencial,0,Si,No,40.65123471667318,-74.01293409547141,QUEENS,11357,NY,2022-09-28,72000.0,8500.0,Mensual,42,54.04,2269.68,Tarjeta de crédito,Web,1,No,Si,No,Si,Si,DSL,No,Si,No,No,No,No,Low,0.0,63,7,75.0,6,0.31,6.0,2,37.89,Ninguna,0,5.24,84.0,0.76,0.37,Neutral,0.0,0,2025-11-13,2,15,0,0,32,65.95,5,2025-10-21,2,1,Alto
10217-8BC56,Femenino,24.0,USA,New York,Residencial,0,Si,Si,40.5622725608443,-74.11364259066582,QUEENS,11315,NY,2024-12-16,72000.0,8500.0,Dos años,14,23.41,327.74,Cheque por correo,Web,1,No,Si,No,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.247,79,7,94.91,5,3.3,2.0,2,40.07,Ninguna,0,4.11,55.0,0.32,0.13,Muy satisfecho,0.0,0,2025-12-02,0,5,0,0,97,5.86,7,2025-11-15,7,0,Competitivo
10218-3E1FB,Femenino,47.0,USA,New York,Corporativo,0,Si,Si,40.642116368513875,-74.01441329394576,QUEENS,11646,NY,2020-12-07,72000.0,8500.0,Un año,57,174.31,9935.67,Tarjeta de crédito,Web,0,No,No,Si,Si,Si,Fibra óptica,No,Si,No,Si,Si,Si,Low,0.0,71,7,116.73,8,18.61,1.0,1,4.86,Ninguna,0,4.25,82.0,0.44,0.21,Neutral,1.0,0,2025-12-18,1,0,0,1,37,8.62,5,2025-10-02,2,3,Competitivo
10219-1531B,Masculino,58.0,USA,New York,PYME,1,Si,No,40.70776777873149,-73.80263899638418,MANHATTAN,10168,NY,2021-06-05,85000.0,28000.0,Dos años,56,104.09,5829.04,Transferencia bancaria,Web,2,No,No,Si,Si,No,DSL,Si,Si,Si,Si,Si,Si,Low,0.237,90,5,111.52,9,2.26,0.0,2,6.17,Ninguna,0,4.21,58.0,0.33,0.09,Sin Respuesta,1.0,0,2025-11-15,3,30,0,0,28,42.09,5,2025-07-28,1,2,Bajo
1022-RKXDR,Femenino,37.0,USA,New York,Residencial,0,No,No,40.734195750654905,-73.78354130209615,QUEENS,11463,NY,2022-08-29,72000.0,8500.0,Un año,41,20.01,820.4100000000001,Cheque por correo,Web,1,No,No,Si,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.21,72,7,97.6,10,16.05,9.0,2,33.4,Ninguna,0,3.5,63.0,0.46,0.23,Satisfecho,1.0,0,2025-11-26,1,0,0,0,60,58.66,9,2025-08-31,8,1,Competitivo
10220-DA51E,Masculino,32.0,USA,New York,PYME,0,No,No,40.70881873665312,-73.77835036135436,QUEENS,11669,NY,2025-12-11,72000.0,8500.0,Mensual,1,156.64,156.64,Cheque electrónico,Web,0,No,Si,Si,Si,No,Fibra óptica,No,No,No,No,Si,Si,Low,1.091,67,6,115.73,11,21.1,6.0,4,22.26,Servicio,1,3.96,35.0,0.44,0.2,Muy satisfecho,0.0,0,2025-12-25,1,15,1,0,31,71.2,6,2025-10-08,8,0,Bajo
10221-A59AF,Femenino,41.0,USA,New York,Residencial,0,Si,Si,40.66234986372901,-73.93996483496257,BROOKLYN,11252,NY,2024-11-16,63000.0,14000.0,Mensual,14,62.33,872.62,Transferencia bancaria,Web,0,No,No,No,Si,No,DSL,Si,Si,No,Si,No,No,Low,0.312,120,6,110.7,11,6.75,1.0,1,5.13,Ninguna,0,4.27,68.0,0.54,0.26,Muy satisfecho,0.0,0,2025-12-13,0,30,1,0,10,107.12,1,2025-07-15,2,1,Alto
10223-3B3DD,Femenino,36.0,USA,New York,PYME,0,No,No,40.59341047865635,-73.93277141345766,BROOKLYN,11248,NY,2023-03-27,63000.0,14000.0,Mensual,36,104.36,3756.96,Cheque electrónico,Web,0,No,No,No,Si,Si,Fibra óptica,No,No,No,No,Si,No,Low,0.532,129,4,99.68,11,-4.79,0.0,3,49.81,Servicio,0,3.15,63.0,0.29,0.1,Muy satisfecho,0.0,0,2025-11-10,0,15,1,0,17,93.75,2,2025-08-02,4,2,Alto
10224-8EE30,Femenino,53.0,USA,New York,Residencial,0,No,No,40.6004099578284,-74.16292702551851,QUEENS,11130,NY,2025-08-13,72000.0,8500.0,Un año,5,21.51,107.55,Cheque electrónico,Web,0,No,No,No,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.0,121,4,113.79,8,-0.74,8.0,2,13.47,Ninguna,0,4.87,84.0,0.45,0.23,Neutral,1.0,0,2025-12-26,0,15,0,1,44,39.5,3,2025-07-24,8,0,Competitivo
10225-DFB8E,Femenino,39.0,USA,New York,PYME,0,Si,No,40.73905844835939,-73.83042615316927,BROOKLYN,11247,NY,2021-02-05,63000.0,14000.0,Dos años,63,91.2,5745.6,Tarjeta de crédito,Web,0,No,No,No,No,Sin servicio,DSL,No,Si,Si,Si,Si,Si,Low,0.053,118,7,106.3,7,4.36,7.0,1,10.5,Ninguna,0,4.39,87.0,0.65,0.19,Satisfecho,3.0,0,2025-11-14,0,0,1,0,20,90.5,0,2025-07-17,5,1,Competitivo
10226-EDFCC,Masculino,36.0,USA,New York,PYME,0,Si,Si,40.67091909503223,-73.80911426743256,BROOKLYN,11213,NY,2022-05-31,63000.0,14000.0,Mensual,40,167.68,6707.200000000001,Transferencia bancaria,Web,0,No,No,Si,Si,No,Fibra óptica,No,No,Si,No,Si,Si,Low,0.144,141,5,82.67,6,0.7,4.0,2,28.62,Red,0,3.3,58.0,0.39,0.19,Neutral,0.0,0,2025-12-06,1,5,1,0,11,68.18,8,2025-10-10,1,1,Bajo
10227-C0A07,Masculino,42.0,USA,New York,PYME,0,Si,No,40.670440978101034,-73.95045849295457,MANHATTAN,10136,NY,2022-05-01,85000.0,28000.0,Mensual,45,104.22,4689.9,Transferencia bancaria,Web,1,No,No,No,Si,Si,Fibra óptica,No,Si,No,No,No,No,Low,0.129,102,6,82.67,10,3.69,4.0,3,40.39,Ninguna,0,3.28,68.0,0.4,0.13,No respondió,0.0,0,2025-12-29,3,5,1,0,19,94.61,8,2025-11-28,4,1,Alto
10228-D6D0F,Femenino,38.0,USA,New York,Residencial,0,Si,Si,40.72115565585311,-74.0043724073369,QUEENS,11512,NY,2025-01-15,72000.0,8500.0,Un año,11,68.76,756.36,Tarjeta de crédito,Web,1,No,No,No,No,Sin servicio,DSL,No,No,No,Si,No,No,Low,0.053,61,7,45.66,10,11.32,3.0,2,7.46,Ninguna,0,4.44,86.0,0.59,0.28,Satisfecho,2.0,0,2025-12-21,0,15,0,0,6,52.27,3,2025-10-03,8,0,Bajo
10229-70876,Femenino,38.0,USA,New York,Corporativo,0,No,No,40.72140541462394,-74.00473318475619,MANHATTAN,10130,NY,2024-04-20,85000.0,28000.0,Un año,23,145.96,3357.0800000000004,Cheque por correo,Web,0,No,No,Si,Si,No,Fibra óptica,No,Si,Si,Si,Si,Si,Low,0.2259999999999999,57,6,47.27,10,-4.37,4.0,1,5.56,Ninguna,0,3.51,57.0,0.51,0.17,Satisfecho,1.0,0,2025-11-05,2,0,0,0,90,15.57,0,2025-07-24,2,2,Competitivo
1023-BQXZE,Masculino,32.0,USA,New York,PYME,0,No,No,40.69708636987541,-73.80336663254984,BROOKLYN,11233,NY,2021-05-06,63000.0,14000.0,Dos años,57,92.88,5294.16,Transferencia bancaria,Web,1,No,Si,Si,Si,No,DSL,Si,No,Si,No,Si,Si,Low,0.135,124,4,100.97,11,-3.07,0.0,1,12.6,Ninguna,0,3.8,65.0,0.34,0.16,No respondió,1.0,0,2025-12-01,0,15,0,0,70,76.13,0,2025-09-08,5,1,Competitivo
10230-A952D,Masculino,50.0,USA,New York,Corporativo,0,No,No,40.66524565932231,-73.7368117117721,MANHATTAN,10236,NY,2021-04-06,85000.0,28000.0,Mensual,58,126.63,7344.54,Transferencia bancaria,Web,0,No,No,No,Si,Si,Fibra óptica,No,No,No,Si,No,No,Low,0.103,122,5,86.61,9,20.67,9.0,2,5.41,Red,0,4.39,64.0,0.41,0.22,Muy satisfecho,0.0,0,2025-11-11,0,0,0,0,1,69.06,5,2025-11-11,4,0,Bajo
10231-D36CA,Masculino,25.0,USA,New York,Residencial,0,No,No,40.68705283005194,-73.82458366544265,QUEENS,11115,NY,2023-10-23,72000.0,8500.0,Un año,24,15.39,369.36,Transferencia bancaria,Web,1,No,No,No,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.0,41,6,102.07,6,10.67,6.0,1,26.72,Ninguna,0,4.56,92.0,0.72,0.21,Neutral,0.0,0,2025-11-02,0,0,0,0,42,114.66,1,2025-07-05,8,1,Bajo
10232-1662D,Femenino,71.0,USA,New York,Residencial,0,Si,Si,40.75625339432326,-73.92122270268325,BROOKLYN,11224,NY,2023-10-23,63000.0,14000.0,Dos años,27,15.36,414.72,Cheque por correo,Web,0,No,No,No,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Low,0.247,133,4,116.22,6,23.07,1.0,2,37.87,Ninguna,0,2.97,58.0,0.5,0.25,Muy satisfecho,0.0,0,2025-11-16,2,15,0,1,96,23.64,0,2025-12-12,5,1,Bajo
10233-EDF95,Masculino,57.0,USA,New York,PYME,0,No,No,40.77669927501472,-73.77546339251474,BROOKLYN,11255,NY,2025-09-12,63000.0,14000.0,Mensual,4,95.86,383.44,Cheque por correo,Web,0,No,No,No,Si,Si,DSL,No,No,No,Si,No,Si,Low,0.412,128,6,78.94,7,-4.9,4.0,4,11.0,Red,0,2.84,58.0,0.22,0.1,Satisfecho,0.0,0,2025-12-26,0,10,0,0,20,80.46,9,2025-12-28,5,0,Bajo
