ClienteID,FechaRegistro,Genero,EsMayor,TienePareja,TieneDependientes,Ciudad,Estado,Borough,CodigoPostal,Latitud,Longitud,IngresoMediano,DensidadPoblacional,ServicioTelefono,LineasMultiples,TipoInternet,SeguridadOnline,RespaldoOnline,ProteccionDispositivo,SoporteTecnico,StreamingTV,StreamingPeliculas,TipoContrato,FacturacionSinPapel,MetodoPago,Antiguedad,CargoMensual,SegmentoCliente,nivel_riesgo,score_riesgo,ratio_precio_ingreso,TipoDeQueja,TicketsSoporte,Escaladas,PuntuacionNPS,PuntuacionCSAT,TiempoResolucion,TasaAperturaEmail,TasaClicsMarketing,Cancelacion,tenure_group,income_bracket,has_queja,alto_tickets,servicios_premium_count,nps_categoria,csat_categoria,risk_flag,borough_risk,high_density_area,CustomerValueRatio,PriceIncomePercent,ServicioTelefono_Binary,LineasMultiples_Binary,SeguridadOnline_Binary,RespaldoOnline_Binary,ProteccionDispositivo_Binary,SoporteTecnico_Binary,StreamingTV_Binary,StreamingPeliculas_Binary,ServicesCount,EngagementScore,EstimatedLTV,AvgMonthlyValue,TenureGroup,PriceSegment,HighRisk_ContractTenure,MediumRisk_ContractTenure,IncomePriceMismatch,HighRiskSegment,Log_ChargesMonthly,Log_EstimatedLTV,Log_Tenure,Sqrt_Tenure,Sqrt_ServicesCount,Churn_Binary
0730-BGQGF,2020-03-12,Masculino,0,Si,Si,New York,NY,MANHATTAN,10067,40.641972096135945,-74.07902072356315,85000,28000,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de crédito,71,90.3,Corporativo,Medio,4.0,0.0127482352941176,,1,0,82.0,4.4,6.9,0.51,0.2,No,49+ meses,High,0,0,4,Promotor,Satisfecho,0,29.0176322418136,1,0.012748235294117647,1.2748235294117647,1,1,1,1,1,1,1,1,8,6.221248630887185,6411.3,89.04583333333333,48+_months,Enterprise,0,0,0,0,4.514150787600923,8.765973299908815,4.276666119016055,8.426149773176359,2.8284271247461903,0
0730-KOAVE,2023-07-25,Masculino,0,No,No,New York,NY,BROOKLYN,11210,40.72144932942196,-74.00476565638944,63000,14000,Si,Si,Fibra óptica,Si,Si,No,No,No,Si,Mensual,Si,Tarjeta de crédito,30,94.3,PYME,Alto,8.5,0.0179619047619047,,3,0,40.0,3.9,16.0,0.41,0.19,No,25-48 meses,Medium,0,0,2,Promotor,Satisfecho,0,26.39182522903453,1,0.017961904761904762,1.7961904761904761,1,1,1,1,0,0,0,1,5,1.5739769150052467,2829.0,91.25806451612904,24-48_months,Enterprise,0,0,0,0,4.557029810660157,7.948031990637284,3.4339872044851463,5.477225575051661,2.23606797749979,0
0731-EBJQB,2021-10-03,Femenino,0,Si,Si,New York,NY,BRONX,10469,40.620049100342904,-74.07547188308119,42000,13000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,Si,Cheque electrónico,52,20.4,Residencial,Medio,5.0,0.0058285714285714,,2,0,52.0,3.1,14.4,0.46,0.17,No,49+ meses,Low,0,0,0,Promotor,Satisfecho,0,25.660569105691057,0,0.005828571428571428,0.5828571428571427,1,0,0,0,0,0,0,0,1,2.429906542056075,1060.8,20.015094339622642,48+_months,Budget,0,0,0,0,3.0633909220278057,6.967720860149571,3.970291913552122,7.211102550927978,1.0,0
0732-OCQOC,2021-10-03,Femenino,0,Si,Si,New York,NY,STATEN ISLAND,10313,40.77662827581321,-73.98100823290633,82000,3200,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,Si,Transferencia bancaria,52,25.05,Residencial,Medio,4.0,0.0036658536585365,,2,0,55.0,3.6,45.2,0.47,0.22,No,49+ meses,High,0,0,0,Promotor,Satisfecho,0,26.58730158730159,0,0.0036658536585365857,0.3665853658536586,1,1,0,0,0,0,0,0,2,3.9923224568138194,1302.6000000000001,24.57735849056604,48+_months,Budget,0,0,0,0,3.260017768199376,7.172884946963406,3.970291913552122,7.211102550927978,1.4142135623730951,0
0733-VUNUW,2024-01-21,Masculino,0,No,No,New York,NY,MANHATTAN,10028,40.58229088205099,-74.16905699863874,85000,28000,Si,Si,DSL,Si,No,No,No,No,No,Mensual,Si,Transferencia bancaria,24,55.65,Residencial,Medio,7.5,0.0078564705882352,,3,0,19.0,1.1,41.9,0.12,0.04,No,13-24 meses,High,0,0,1,Promotor,Insatisfecho,0,29.0176322418136,1,0.007856470588235295,0.7856470588235295,1,1,1,0,0,0,0,0,3,1.2709620476610768,1335.6,53.424,12-24_months,Standard,0,0,0,0,4.036891987474015,7.19788435507697,3.2188758248682006,4.898979485566356,1.7320508075688772,0
0734-OXWBT,2025-10-12,Masculino,0,No,Si,New York,NY,QUEENS,11104,40.74826530949705,-73.90218710361833,72000,8500,Si,No,DSL,No,No,No,Si,Si,Si,Mensual,No,Cheque por correo,3,70.7,PYME,Alto,9.0,0.0117833333333333,Servicio,2,0,39.0,2.9,5.9,0.31,0.13,No,0-12 meses,Medium,1,0,1,Promotor,Insatisfecho,0,24.60515378221114,0,0.011783333333333333,1.1783333333333332,1,0,0,0,0,1,1,1,4,0.16736401673640167,212.10000000000002,53.025000000000006,0-12_months,Premium,0,0,0,0,4.272490747605575,5.361761539104571,1.3862943611198906,1.7320508075688772,2.0,0
0739-UUAJR,2020-02-11,Femenino,0,Si,Si,New York,NY,BROOKLYN,11242,40.75394842212789,-73.96829165947577,63000,14000,No,Sin servicio,DSL,Si,No,Si,No,Si,Si,Dos años,Si,Tarjeta de crédito,72,53.8,Residencial,Medio,4.0,0.010247619047619,,1,0,66.0,3.0,43.1,0.36,0.16,No,49+ meses,Medium,0,0,2,Promotor,Neutral,0,26.39182522903453,1,0.010247619047619047,1.0247619047619048,0,0,1,0,1,0,1,1,4,5.255474452554745,3873.6,53.06301369863014,48+_months,Standard,0,0,0,0,4.00369019395397,8.262197710652845,4.290459441148391,8.48528137423857,2.0,0
0742-LAFQK,2020-02-11,Masculino,0,Si,No,New York,NY,STATEN ISLAND,10311,40.71669567106512,-73.91313486757588,82000,3200,Si,Si,Fibra óptica,Si,Si,Si,No,No,Si,Dos años,Si,Cheque electrónico,72,99.15,Corporativo,Medio,6.0,0.0145097560975609,,1,0,72.0,4.7,16.9,0.78,0.32,No,49+ meses,High,0,0,3,Promotor,Satisfecho,0,26.58730158730159,0,0.014509756097560977,1.4509756097560977,1,1,1,1,1,0,0,1,6,4.313529705441837,7138.8,97.79178082191781,48+_months,Enterprise,0,0,0,0,4.606669062111827,8.873440043736828,4.290459441148391,8.48528137423857,2.449489742783178,0
0742-MOABM,2025-09-12,Masculino,0,Si,No,New York,NY,BRONX,10453,40.75840327824012,-73.98150433683779,42000,13000,Si,No,DSL,No,No,No,Si,No,No,Mensual,No,Cheque por correo,4,50.05,Residencial,Alto,10.0,0.0142999999999999,Servicio,7,2,1.0,2.1,10.2,0.3,0.14,Si,0-12 meses,Low,1,1,1,Detractor,Insatisfecho,0,25.660569105691057,0,0.014299999999999998,1.43,1,0,0,0,0,1,0,0,2,0.15670910871694418,200.2,40.04,0-12_months,Standard,0,0,0,0,3.9328055446106744,5.304299438225584,1.6094379124341003,2.0,1.4142135623730951,1
0742-NXBGR,2025-12-11,Femenino,0,No,No,New York,NY,BRONX,10462,40.63627072403831,-74.02581555142525,42000,13000,Si,No,Fibra óptica,No,Si,Si,No,No,No,Mensual,Si,Cheque electrónico,1,82.3,PYME,Alto,12.0,0.0235142857142857,Red,7,0,7.0,1.1,30.2,0.27,0.12,Si,0-12 meses,Low,1,1,2,Pasivo,Insatisfecho,0,25.660569105691057,0,0.023514285714285713,2.3514285714285714,1,0,0,1,1,0,0,0,3,0.03601440576230492,82.3,41.15,0-12_months,Premium,0,0,1,0,4.422448549172797,4.422448549172797,0.6931471805599453,1.0,1.7320508075688772,1
0743-HNPFG,2021-11-02,Femenino,0,Si,Si,New York,NY,BROOKLYN,11210,40.74873973406491,-73.87356268615481,63000,14000,Si,No,DSL,Si,Si,No,Si,No,Si,Un año,Si,Tarjeta de crédito,51,69.75,PYME,Medio,4.0,0.0132857142857142,,1,0,73.0,4.3,9.8,0.65,0.23,No,49+ meses,Medium,0,0,3,Promotor,Satisfecho,0,26.39182522903453,1,0.013285714285714286,1.3285714285714285,1,0,1,1,0,1,0,1,5,3.604240282685512,3557.25,68.40865384615384,48+_months,Standard,0,0,0,0,4.259152536523347,8.177024129950734,3.9512437185814275,7.14142842854285,2.23606797749979,0
0743-HRVFF,2021-11-02,Femenino,0,Si,Si,New York,NY,BROOKLYN,11233,40.73836197325388,-73.92785829131209,63000,14000,No,Sin servicio,DSL,No,No,Si,Si,Si,Si,Un año,Si,Cheque electrónico,51,56.15,PYME,Medio,4.0,0.010695238095238,,1,0,67.0,2.9,6.7,0.37,0.18,No,49+ meses,Medium,0,0,2,Promotor,Insatisfecho,0,26.39182522903453,1,0.010695238095238094,1.0695238095238095,0,0,0,0,1,1,1,1,4,3.5695538057742784,2863.65,55.07019230769231,48+_months,Standard,0,0,0,0,4.04567939024082,7.960201457637339,3.9512437185814275,7.14142842854285,2.0,0
0744-BIKKF,2020-02-11,Masculino,0,No,No,New York,NY,BROOKLYN,11227,40.82366321924693,-73.90895572462578,63000,14000,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Transferencia bancaria,72,86.65,Corporativo,Medio,4.0,0.0165047619047619,,2,0,64.0,2.9,4.7,0.36,0.13,No,49+ meses,Medium,0,0,4,Promotor,Insatisfecho,0,26.39182522903453,1,0.016504761904761907,1.6504761904761907,1,1,1,1,1,1,1,1,8,6.57159155733029,6238.8,85.46301369863014,48+_months,Premium,0,0,0,0,4.473351611367243,8.73870340956777,4.290459441148391,8.48528137423857,2.8284271247461903,0
0744-GKNGE,2020-10-08,Femenino,0,Si,Si,New York,NY,MANHATTAN,10101,40.68741254389858,-73.8211139601432,85000,28000,Si,Si,Fibra óptica,Si,No,No,Si,No,No,Mensual,Si,Transferencia bancaria,64,86.8,Corporativo,Medio,7.5,0.0122541176470588,,1,0,58.0,3.0,2.1,0.39,0.16,No,49+ meses,High,0,0,2,Promotor,Neutral,0,29.0176322418136,1,0.012254117647058823,1.2254117647058824,1,1,1,0,0,1,0,0,4,2.915717539863326,5555.2,85.46461538461539,48+_months,Premium,0,0,0,0,4.475061500641071,8.622669700346584,4.174387269895637,8.0,2.0,0
0746-JTRFU,2025-11-11,Masculino,0,No,No,New York,NY,BRONX,10466,40.84695635487943,-73.89765407703983,42000,13000,No,Sin servicio,DSL,No,No,No,No,No,No,Mensual,Si,Cheque electrónico,2,25.05,Residencial,Alto,10.0,0.0071571428571428,Red,8,2,13.0,1.3,47.2,0.18,0.07,Si,0-12 meses,Low,1,1,0,Promotor,Insatisfecho,0,25.660569105691057,0,0.007157142857142858,0.7157142857142857,0,0,0,0,0,0,0,0,0,0.0,50.1,16.7,0-12_months,Budget,0,0,0,0,3.260017768199376,3.933784497209659,1.0986122886681098,1.4142135623730951,0.0,1
0748-RDGGM,2020-04-11,Masculino,0,Si,No,New York,NY,BRONX,10458,40.70907309283514,-74.00692893731025,42000,13000,Si,No,Fibra óptica,Si,Si,Si,Si,Si,Si,Un año,Si,Transferencia bancaria,70,109.5,Corporativo,Medio,6.0,0.0312857142857142,Precio,3,0,16.0,2.7,3.7,0.07,0.03,No,49+ meses,Low,1,0,4,Promotor,Insatisfecho,0,25.660569105691057,0,0.031285714285714285,3.1285714285714286,1,0,1,1,1,1,1,1,7,4.4343891402714934,7665.0,107.95774647887323,48+_months,Enterprise,0,0,1,0,4.705015520957808,8.9445502459405,4.2626798770413155,8.366600265340756,2.6457513110645907,0
0749-IRGQE,2024-12-16,Femenino,1,Si,No,New York,NY,STATEN ISLAND,10312,40.74832382014668,-73.8772916465792,82000,3200,No,Sin servicio,DSL,No,No,No,No,Si,Si,Mensual,No,Cheque electrónico,13,45.3,Residencial,Medio,7.5,0.0066292682926829,,1,0,83.0,4.6,41.1,0.75,0.29,No,13-24 meses,High,0,0,0,Promotor,Satisfecho,0,26.58730158730159,0,0.006629268292682926,0.6629268292682926,0,0,0,0,0,0,1,1,2,0.5615550755939526,588.9,42.06428571428571,12-24_months,Standard,0,0,0,0,3.835141961092188,6.3799530310090296,2.6390573296152584,3.605551275463989,1.4142135623730951,0
0750-EBAIU,2021-10-03,Masculino,0,No,No,New York,NY,STATEN ISLAND,10301,40.69338450557473,-73.97621059642978,82000,3200,Si,No,Fibra óptica,Si,No,Si,No,Si,No,Un año,No,Cheque electrónico,52,91.25,PYME,Medio,7.0,0.0133536585365853,,2,0,51.0,3.2,37.3,0.28,0.1,No,49+ meses,High,0,0,2,Promotor,Satisfecho,0,26.58730158730159,0,0.013353658536585367,1.3353658536585367,1,0,1,0,1,0,1,0,4,2.254742547425474,4745.0,89.52830188679245,48+_months,Enterprise,0,0,0,0,4.524502282920636,8.465057436995709,3.970291913552122,7.211102550927978,2.0,0
0750-EKNGL,2025-06-14,Masculino,0,No,No,New York,NY,QUEENS,11289,40.72298777388088,-73.90415792928245,72000,8500,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque por correo,7,20.75,Residencial,Medio,7.5,0.0034583333333333,,1,0,51.0,3.9,47.8,0.45,0.16,No,0-12 meses,Medium,0,0,0,Promotor,Satisfecho,0,24.60515378221114,0,0.0034583333333333332,0.3458333333333333,1,0,0,0,0,0,0,0,1,0.3218390804597701,145.25,18.15625,0-12_months,Budget,0,0,0,0,3.079613757534693,4.985317486111966,2.0794415416798357,2.6457513110645907,1.0,0
0754-EEBDC,2025-09-12,Masculino,0,Si,Si,New York,NY,BRONX,10467,40.75397862204124,-73.83208819016333,42000,13000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Cheque por correo,4,19.9,Residencial,Medio,6.5,0.0056857142857142,,2,0,54.0,4.0,27.6,0.37,0.11,No,0-12 meses,Low,0,0,0,Promotor,Satisfecho,0,25.660569105691057,0,0.005685714285714285,0.5685714285714285,1,0,0,0,0,0,0,0,1,0.19138755980861244,79.6,15.919999999999998,0-12_months,Budget,0,0,0,0,3.039749158970765,4.389498649512583,1.6094379124341003,2.0,1.0,0
0754-UKWQP,2025-11-11,Masculino,0,No,No,New York,NY,BRONX,10461,40.890056469062394,-73.8321170001395,42000,13000,Si,No,Fibra óptica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,2,95.85,PYME,Alto,11.0,0.0273857142857142,Red,7,0,6.0,3.0,46.5,0.08,0.04,Si,0-12 meses,Low,1,1,1,Detractor,Neutral,0,25.660569105691057,0,0.027385714285714284,2.7385714285714284,1,0,0,0,1,0,1,1,4,0.08260196179659267,191.7,63.9,0-12_months,Enterprise,0,0,1,0,4.573163389853005,5.2611345754203205,1.0986122886681098,1.4142135623730951,2.0,1
0756-MPZRL,2022-04-01,Masculino,0,No,No,New York,NY,BRONX,10458,40.67270661785523,-73.95332637148192,42000,13000,No,Sin servicio,DSL,No,No,Si,Si,No,No,Un año,No,Tarjeta de crédito,46,33.7,Residencial,Medio,4.0,0.0096285714285714,,2,0,50.0,3.4,11.8,0.41,0.2,No,25-48 meses,Low,0,0,2,Promotor,Satisfecho,0,25.660569105691057,0,0.009628571428571429,0.9628571428571429,0,0,0,0,1,1,0,0,2,2.6512968299711814,1550.2,32.98297872340426,24-48_months,Budget,0,0,0,0,3.5467396869528134,7.346784103928442,3.8501476017100584,6.782329983125268,1.4142135623730951,0
0757-WCUUZ,2021-08-04,Masculino,0,Si,Si,New York,NY,BROOKLYN,11207,40.60471101740615,-74.00750872020846,63000,14000,Si,Si,DSL,No,No,Si,No,No,Si,Dos años,No,Tarjeta de crédito,54,63.35,PYME,Medio,5.0,0.0120666666666666,,2,0,52.0,4.2,12.7,0.31,0.12,No,49+ meses,Medium,0,0,1,Promotor,Satisfecho,0,26.39182522903453,1,0.012066666666666667,1.2066666666666666,1,1,0,0,1,0,0,1,4,3.356643356643357,3420.9,62.19818181818182,48+_months,Standard,0,0,0,0,4.164336934042136,8.137951231348351,4.007333185232471,7.3484692283495345,2.0,0
0761-AETCS,2025-12-11,Femenino,0,No,No,New York,NY,BROOKLYN,11243,40.69756058195831,-73.93627271270938,63000,14000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,No,Cheque electrónico,1,19.3,Residencial,Alto,9.0,0.0036761904761904,Servicio,7,3,11.0,1.9,40.2,0.21,0.09,No,0-12 meses,Medium,1,1,0,Promotor,Insatisfecho,0,26.39182522903453,1,0.003676190476190476,0.3676190476190476,1,0,0,0,0,0,0,0,1,0.04926108374384236,19.3,9.65,0-12_months,Budget,0,0,0,0,3.0106208860477417,3.0106208860477417,0.6931471805599453,1.0,1.0,0
0769-MURVM,2020-02-11,Femenino,0,Si,Si,New York,NY,MANHATTAN,10023,40.69059507613153,-73.82375940155666,85000,28000,No,Sin servicio,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Transferencia bancaria,72,65.7,PYME,Bajo,3.0,0.009275294117647,,1,0,100.0,4.1,5.2,0.74,0.34,No,49+ meses,High,0,0,4,Promotor,Satisfecho,0,29.0176322418136,1,0.00927529411764706,0.927529411764706,0,0,1,1,1,1,1,1,6,6.4767616191904045,4730.400000000001,64.80000000000001,48+_months,Standard,0,0,0,0,4.200204952921578,8.461976420778306,4.290459441148391,8.48528137423857,2.449489742783178,0
0771-CHWSK,2020-08-09,Masculino,0,No,No,New York,NY,QUEENS,11311,40.699784804117336,-73.90909965415335,72000,8500,Si,Si,DSL,Si,Si,Si,No,No,Si,Dos años,Si,Tarjeta de crédito,66,74.6,PYME,Medio,4.0,0.0124333333333333,,1,0,75.0,4.3,17.0,0.76,0.37,No,49+ meses,Medium,0,0,3,Promotor,Satisfecho,0,24.60515378221114,0,0.012433333333333333,1.2433333333333332,1,1,1,1,1,0,0,1,6,5.238095238095238,4923.599999999999,73.48656716417909,48+_months,Premium,0,0,0,0,4.3254562831854875,8.501998332033695,4.204692619390966,8.12403840463596,2.449489742783178,0
0771-WLCLA,2024-09-17,Femenino,0,Si,Si,New York,NY,BROOKLYN,11247,40.73583795140659,-73.74630083845572,63000,14000,Si,Si,Fibra óptica,Si,No,Si,Si,Si,Si,Mensual,Si,Cheque electrónico,16,112.95,Corporativo,Medio,7.5,0.0215142857142857,,2,0,67.0,3.7,4.5,0.33,0.15,No,13-24 meses,Medium,0,0,3,Promotor,Satisfecho,0,26.39182522903453,1,0.021514285714285715,2.1514285714285717,1,1,1,0,1,1,1,1,7,0.9828872312417727,1807.2,106.30588235294118,12-24_months,Enterprise,0,0,0,0,4.735759755691693,7.500087154303266,2.833213344056216,4.0,2.6457513110645907,0
0772-GYEQQ,2025-10-12,Masculino,0,No,No,New York,NY,QUEENS,11505,40.87180373021399,-73.89120868358977,72000,8500,Si,No,Fibra óptica,No,No,Si,Si,Si,No,Mensual,Si,Cheque por correo,3,88.35,PYME,Alto,10.0,0.0147249999999999,Precio,7,2,9.0,2.2,8.0,0.13,0.04,Si,0-12 meses,Medium,1,1,2,Promotor,Insatisfecho,0,24.60515378221114,0,0.014724999999999999,1.4725,1,0,0,0,1,1,1,0,4,0.13430330162283158,265.04999999999995,66.26249999999999,0-12_months,Premium,0,0,0,0,4.492561241605437,5.583684261042378,1.3862943611198906,1.7320508075688772,2.0,1
0774-IFUVM,2025-02-14,Masculino,0,Si,Si,New York,NY,QUEENS,11057,40.76605372085045,-73.91955049669366,72000,8500,Si,Si,DSL,Si,No,No,No,Si,No,Mensual,Si,Transferencia bancaria,11,65.15,Residencial,Alto,8.5,0.0108583333333333,Red,4,0,58.0,3.6,12.8,0.38,0.12,No,0-12 meses,Medium,1,1,1,Promotor,Satisfecho,0,24.60515378221114,0,0.010858333333333334,1.0858333333333334,1,1,1,0,0,0,1,0,4,0.6651549508692365,716.6500000000001,59.72083333333334,0-12_months,Standard,0,0,0,0,4.191924890560965,6.575981985017389,2.4849066497880004,3.3166247903554,2.0,0
0774-RMNUW,2020-03-12,Femenino,0,Si,Si,New York,NY,BROOKLYN,11225,40.11238533659802,-77.51958437167269,63000,14000,No,Sin servicio,DSL,Si,Si,No,Si,Si,Si,Dos años,No,Transferencia bancaria,71,59.7,PYME,Bajo,3.0,0.0113714285714285,,1,0,90.0,4.2,10.9,0.79,0.31,No,49+ meses,Medium,0,0,3,Promotor,Satisfecho,0,26.39182522903453,1,0.011371428571428572,1.1371428571428572,0,0,1,1,0,1,1,1,5,5.848434925864909,4238.7,58.87083333333333,48+_months,Standard,0,0,0,0,4.1059436980654525,8.352247791005789,4.276666119016055,8.426149773176359,2.23606797749979,0
0778-NELLA,2025-04-15,Masculino,0,No,No,New York,NY,MANHATTAN,10222,40.11238533659802,-77.51958437167269,85000,28000,No,Sin servicio,DSL,No,No,No,No,Si,No,Mensual,Si,Tarjeta de crédito,9,34.7,Residencial,Medio,7.5,0.0048988235294117,Servicio,5,0,21.0,1.7,16.2,0.2,0.08,No,0-12 meses,High,1,1,0,Promotor,Insatisfecho,0,29.0176322418136,1,0.004898823529411765,0.48988235294117655,0,0,0,0,0,0,1,0,1,0.25210084033613445,312.3,31.23,0-12_months,Budget,0,0,0,0,3.5751506887855933,5.747161197958146,2.302585092994046,3.0,1.0,0
0780-XNZFN,2021-05-06,Masculino,0,No,No,New York,NY,QUEENS,11238,40.87927401030961,-73.90937137385168,72000,8500,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Transferencia bancaria,57,20.65,Residencial,Medio,4.0,0.0034416666666666,,1,0,68.0,3.2,16.8,0.39,0.14,No,49+ meses,Medium,0,0,0,Promotor,Satisfecho,0,24.60515378221114,0,0.0034416666666666662,0.3441666666666666,1,0,0,0,0,0,0,0,1,2.632794457274827,1177.05,20.29396551724138,48+_months,Budget,0,0,0,0,3.075005454448499,7.071615808132508,4.060443010546419,7.54983443527075,1.0,0
0781-LKXBR,2025-04-15,Masculino,1,No,No,New York,NY,QUEENS,11592,40.76139762970629,-73.96818342968352,72000,8500,Si,Si,Fibra óptica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electrónico,9,100.5,PYME,Alto,9.5,0.01675,Precio,5,0,12.0,1.5,42.4,0.2,0.08,Si,0-12 meses,Medium,1,1,1,Promotor,Insatisfecho,0,24.60515378221114,0,0.01675,1.675,1,1,0,0,1,0,1,1,5,0.4433497536945813,904.5,90.45,0-12_months,Enterprise,0,0,0,0,4.620058798481842,6.808487277323468,2.302585092994046,3.0,2.23606797749979,1
0784-GTUUK,2020-12-07,Masculino,0,Si,No,New York,NY,BRONX,10465,40.56751756247572,-73.8917006491791,42000,13000,Si,Si,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,Si,Tarjeta de crédito,62,23.75,Residencial,Medio,5.0,0.0067857142857142,,1,0,78.0,4.6,46.7,0.6,0.29,No,49+ meses,Low,0,0,0,Promotor,Satisfecho,0,25.660569105691057,0,0.0067857142857142855,0.6785714285714286,1,1,0,0,0,0,0,0,2,5.01010101010101,1472.5,23.373015873015873,48+_months,Budget,0,0,0,0,3.2088254890146994,7.295395802177749,4.143134726391533,7.874007874011811,1.4142135623730951,0
0784-ZQJZX,2020-02-11,Masculino,0,No,Si,New York,NY,QUEENS,11569,40.67899145660768,-73.77989162771335,72000,8500,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Tarjeta de crédito,72,19.9,Residencial,Medio,4.0,0.0033166666666666,,2,0,74.0,4.5,21.5,0.58,0.18,No,49+ meses,Medium,0,0,0,Promotor,Satisfecho,0,24.60515378221114,0,0.0033166666666666665,0.33166666666666667,1,0,0,0,0,0,0,0,1,3.444976076555024,1432.8,19.627397260273973,48+_months,Budget,0,0,0,0,3.039749158970765,7.268083541418772,4.290459441148391,8.48528137423857,1.0,0
0786-IVLAW,2020-08-09,Femenino,1,No,No,New York,NY,BRONX,10456,40.70555520236367,-73.79462771488143,42000,13000,Si,Si,Fibra óptica,No,Si,Si,No,Si,Si,Un año,No,Transferencia bancaria,66,108.1,Corporativo,Alto,8.0,0.0308857142857142,Servicio,4,2,46.0,3.3,27.2,0.47,0.22,No,49+ meses,Low,1,1,2,Promotor,Satisfecho,0,25.660569105691057,0,0.030885714285714284,3.0885714285714285,1,1,0,1,1,0,1,1,6,3.629697525206233,7134.599999999999,106.48656716417909,48+_months,Enterprise,0,0,1,0,4.692264892839025,8.872851618877112,4.204692619390966,8.12403840463596,2.449489742783178,0
0786-VSSUD,2024-09-17,Masculino,1,No,No,New York,NY,QUEENS,11588,40.60884171432058,-73.9728336777843,72000,8500,No,Sin servicio,DSL,No,Si,No,No,Si,No,Mensual,Si,Cheque por correo,16,39.0,Residencial,Medio,7.5,0.0065,Calidad,4,1,32.0,3.3,47.1,0.42,0.15,No,13-24 meses,Medium,1,1,1,Promotor,Satisfecho,0,24.60515378221114,0,0.0065,0.65,0,0,0,1,0,0,1,0,2,0.8,624.0,36.705882352941174,12-24_months,Standard,0,0,0,0,3.6888794541139363,6.437751649736401,2.833213344056216,4.0,1.4142135623730951,0
0787-LHDYT,2024-09-17,Masculino,0,No,No,New York,NY,QUEENS,11450,40.67890603930598,-73.74890054164358,72000,8500,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensual,Si,Tarjeta de crédito,16,20.6,Residencial,Medio,7.5,0.0034333333333333,,1,0,54.0,3.7,17.8,0.25,0.11,No,13-24 meses,Medium,0,0,0,Promotor,Satisfecho,0,24.60515378221114,0,0.0034333333333333334,0.3433333333333333,1,0,0,0,0,0,0,0,1,0.7407407407407407,329.6,19.38823529411765,12-24_months,Budget,0,0,0,0,3.0726933146901194,5.8009091853869235,2.833213344056216,4.0,1.0,0
0788-DXBFY,2021-04-06,Masculino,0,Si,Si,New York,NY,BRONX,10471,40.774152929409915,-73.90448866404653,42000,13000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Un año,Si,Cheque electrónico,58,19.55,Residencial,Medio,5.0,0.0055857142857142,,2,0,84.0,4.2,25.8,0.57,0.27,No,49+ meses,Low,0,0,0,Promotor,Satisfecho,0,25.660569105691057,0,0.005585714285714286,0.5585714285714286,1,0,0,0,0,0,0,0,1,2.8223844282238444,1133.9,19.21864406779661,48+_months,Budget,0,0,0,0,3.022860940942244,7.034299820307093,4.07753744390572,7.615773105863909,1.0,0
0793-TWELN,2025-09-12,Femenino,0,No,No,New York,NY,BROOKLYN,11208,40.62586262579408,-74.08333899727997,63000,14000,Si,Si,Fibra óptica,Si,No,No,No,No,No,Mensual,Si,Cheque electrónico,4,80.15,PYME,Alto,12.0,0.0152666666666666,Servicio,2,0,36.0,3.1,38.2,0.26,0.09,No,0-12 meses,Medium,1,0,1,Promotor,Satisfecho,0,26.39182522903453,1,0.015266666666666668,1.5266666666666668,1,1,1,0,0,0,0,0,3,0.14787430683918668,320.6,64.12,0-12_months,Premium,0,0,0,0,4.396299293960601,5.773308537304811,1.6094379124341003,2.0,1.7320508075688772,0
0794-YVSGE,2020-02-11,Masculino,0,Si,Si,New York,NY,MANHATTAN,10227,40.11238533659802,-77.51958437167269,85000,28000,Si,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Dos años,No,Transferencia bancaria,72,20.3,Residencial,Medio,4.0,0.0028658823529411,,2,0,72.0,4.3,41.6,0.78,0.26,No,49+ meses,High,0,0,0,Promotor,Satisfecho,0,29.0176322418136,1,0.002865882352941177,0.2865882352941177,1,0,0,0,0,0,0,0,1,3.380281690140845,1461.6000000000001,20.02191780821918,48+_months,Budget,0,0,0,0,3.0587070727153796,7.287970952836851,4.290459441148391,8.48528137423857,1.0,0
