CustomerID,City,State,Borough,ZipCode,Latitude,Longitude,MedianIncome,PopulationDensity,RegistrationDate,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ChargesMonthly,ChargesTotal,Churn
0496-AHOOK,New York,NY,QUEENS,11357,40.776982246946176,-73.81758044954455,69300,21460,2022-10-18,Male,0,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.4,1712.9,No
0504-HHAPI,New York,NY,BROOKLYN,11237,40.70384911945063,-73.91540216413789,62800,37137,2023-03-13,Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.3,2467.75,Yes
0505-SPOOW,New York,NY,MANHATTAN,10013,40.71639348120363,-74.00479415360127,86553,74781,2022-07-19,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,1397.65,No
0506-LVNGN,New York,NY,BROOKLYN,11203,40.66143931353127,-73.93142690613708,62800,37137,2022-08-26,Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.55,349.65,Yes
0506-YLVKJ,New York,NY,QUEENS,11420,40.67842030743122,-73.81228348133043,69300,21460,2021-03-23,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.2,917.45,No
0508-OOLTO,New York,NY,MANHATTAN,10128,40.781150266150114,-73.94934342061939,86553,74781,2022-09-15,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,135.75,No
0508-SQWPL,New York,NY,STATEN ISLAND,10314,40.60743901844236,-74.1261156830216,82200,8618,2023-01-13,Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.1,1087.7,No
0511-JTEOY,New York,NY,BRONX,10462,40.83726435787458,-73.86058318289446,40500,34920,2020-03-22,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.1,71.1,Yes
0512-FLFDW,New York,NY,QUEENS,11368,40.752553645977706,-73.86516382186478,69300,21460,2024-07-04,Female,1,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.5,6029.0,No
0513-RBGPE,New York,NY,QUEENS,11415,40.71231271903573,-73.82623057372126,69300,21460,2021-10-05,Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.8,2278.75,No
0515-YPMCW,New York,NY,BRONX,10458,40.85441576299304,-73.88524012547774,40500,34920,2021-09-23,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,Yes
0516-OOHAR,New York,NY,STATEN ISLAND,10302,40.6256352504926,-74.1349220020293,82200,8618,2021-01-03,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),100.35,2799.0,No
0516-QREYC,New York,NY,QUEENS,11368,40.75746087824931,-73.86720051295899,69300,21460,2021-03-30,Female,1,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,459.95,No
0516-UXRMT,New York,NY,QUEENS,11436,40.66902190392502,-73.79755554323143,69300,21460,2025-12-12,Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,92.05,5755.8,No
0516-VRYBW,New York,NY,QUEENS,11420,40.67486845489402,-73.8072391261893,69300,21460,2020-03-01,Female,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,390.85,Yes
0516-WJVXC,New York,NY,BROOKLYN,11228,40.620208123774695,-74.00751406566918,62800,37137,2023-08-14,Female,0,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.2,308.25,Yes
0519-DRGTI,New York,NY,MANHATTAN,10039,40.82888344326044,-73.937469456171,86553,74781,2024-12-13,Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,442.6,No
0519-XUZJU,New York,NY,BRONX,10451,40.829817562412885,-73.92106333568154,40500,34920,2021-05-05,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.75,70.75,Yes
0520-FDVVT,New York,NY,BROOKLYN,11231,40.678751594298994,-73.99241083732913,62800,37137,2021-06-27,Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.35,3626.1,Yes
0523-VNGTF,New York,NY,MANHATTAN,10031,40.81912221216838,-73.95260948834775,86553,74781,2023-07-08,Female,1,No,No,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,50.5,2566.3,No
0524-IAVZO,New York,NY,BROOKLYN,11218,40.64648251072197,-73.98014799183952,62800,37137,2020-02-04,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2624.25,Yes
0526-SXDJP,New York,NY,BROOKLYN,11220,40.63649838009509,-74.00850312748398,62800,37137,2023-12-07,Male,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.1,2962.0,No
0529-ONKER,New York,NY,BROOKLYN,11215,40.660115918750144,-73.98059447157469,62800,37137,2020-11-11,Male,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.65,1146.65,Yes
0530-IJVDB,New York,NY,STATEN ISLAND,10314,40.60743901844236,-74.1261156830216,82200,8618,2021-02-11,Male,0,No,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,114.6,7882.5,No
0531-XBKMM,New York,NY,QUEENS,11356,40.78743748111625,-73.84010732848272,69300,21460,2025-04-29,Male,0,No,Yes,66,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),65.7,4378.9,No
0531-ZZJWQ,New York,NY,QUEENS,11377,40.74588432883301,-73.91436354677143,69300,21460,2020-06-28,Male,1,Yes,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.0,4052.4,No
0533-BNWKF,New York,NY,BROOKLYN,11212,40.66929360692339,-73.91328672176924,62800,37137,2025-05-26,Female,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.45,4874.7,Yes
0533-UCAAU,New York,NY,BROOKLYN,11218,40.63889312525997,-73.96778424032853,62800,37137,2023-11-14,Male,1,Yes,No,57,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),71.1,4140.1,No
0536-ACXIP,New York,NY,STATEN ISLAND,10304,40.62809203612575,-74.07440381056624,82200,8618,2020-05-29,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.55,8165.1,No
0536-BGFMZ,New York,NY,BRONX,10452,40.83981614482707,-73.91658814114716,40500,34920,2025-06-28,Female,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,563.05,No
0536-ESJEP,New York,NY,BROOKLYN,11206,40.698288664403016,-73.93758473193304,62800,37137,2023-03-25,Male,0,Yes,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.55,4191.45,No
0537-QYZZN,New York,NY,MANHATTAN,10028,40.775899905149494,-73.95007674839086,86553,74781,2024-01-15,Male,1,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.85,1857.75,No
0541-FITGH,New York,NY,MANHATTAN,10028,40.78114894167804,-73.95992320538606,86553,74781,2022-12-19,Female,0,Yes,No,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,62.15,113.1,No
0547-HURJB,New York,NY,MANHATTAN,10025,40.79134043568218,-73.96992787188287,86553,74781,2024-07-26,Male,0,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.05,235.8,No
0549-CYCQN,New York,NY,MANHATTAN,10010,40.74014622285035,-73.98952055276322,86553,74781,2025-01-21,Male,1,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),79.6,3974.7,No
0550-DCXLH,New York,NY,MANHATTAN,10065,40.7651710412485,-73.96604812817834,86553,74781,2025-12-19,Male,0,No,No,13,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,73.35,931.55,No
0556-FJEGU,New York,NY,QUEENS,11361,40.761885912364,-73.75917891499505,69300,21460,2022-11-27,Male,0,No,No,58,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),70.1,4048.95,No
0557-ASKVU,New York,NY,MANHATTAN,10001,40.75203386095101,-73.99105262203469,86553,74781,2022-01-31,Female,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.4,957.1,No
0559-CKHUS,New York,NY,STATEN ISLAND,10306,40.57214809506158,-74.09255162196276,82200,8618,2025-06-27,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.55,521.8,No
0562-FGDCR,New York,NY,BROOKLYN,11220,40.639734139453175,-74.01230491038586,62800,37137,2020-06-10,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,74.55,5430.65,No
0562-HKHML,New York,NY,MANHATTAN,10002,40.71418394355227,-73.99508335986118,86553,74781,2022-05-09,Male,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.9,1626.4,No
0562-KBDVM,New York,NY,BROOKLYN,11207,40.68257809050736,-73.90600073585007,62800,37137,2020-03-06,Female,0,No,No,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),44.6,3058.15,No
0564-JJHGS,New York,NY,BRONX,10469,40.8799861617437,-73.84180858813943,40500,34920,2021-12-21,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.5,829.1,Yes
0564-MUUQK,New York,NY,MANHATTAN,10033,40.84817772571852,-73.93085488015083,86553,74781,2021-03-10,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.5,1916.2,No
0565-IYCGT,New York,NY,BROOKLYN,11206,40.70488705392202,-73.94281190068934,62800,37137,2023-10-29,Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),78.6,5356.45,Yes
0565-JUPYD,New York,NY,QUEENS,11368,40.757909314002525,-73.85884341384565,69300,21460,2020-05-24,Male,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),104.5,6590.8,No
0567-GGCAC,New York,NY,BROOKLYN,11209,40.62401400122915,-74.03084689095088,62800,37137,2021-05-28,Female,0,No,No,7,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,61.4,438.9,No
0567-XRHCU,New York,NY,QUEENS,11420,40.677985453101805,-73.8201369821978,69300,21460,2021-02-19,Female,0,Yes,Yes,69,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),43.95,2960.1,No
0568-ONFPC,New York,NY,QUEENS,11103,40.759645368822895,-73.92044982849534,69300,21460,2021-06-26,Male,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.9,135.0,Yes
0570-BFQHT,New York,NY,STATEN ISLAND,10306,40.578872566416905,-74.11423602210903,82200,8618,2025-10-22,Female,0,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.55,653.9,No
0572-ZJKLT,New York,NY,MANHATTAN,10012,40.7242353361815,-73.99778483319649,86553,74781,2021-07-18,Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,99.65,4630.2,No
0575-CUQOV,New York,NY,BROOKLYN,11221,40.69424149860103,-73.93039787436464,62800,37137,2024-08-09,Male,1,Yes,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,97.95,5867.0,No
0576-WNXXC,New York,NY,QUEENS,11385,40.69439135517003,-73.89923697269657,69300,21460,2023-10-01,Male,1,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.55,2510.2,Yes
0577-WHMEV,New York,NY,BRONX,10457,40.85060061187358,-73.8938278163857,40500,34920,2020-01-27,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.7,1374.9,No
0578-SKVMF,New York,NY,BROOKLYN,11233,40.6792427869114,-73.9283152259134,62800,37137,2022-03-01,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,83.3,1845.9,Yes
0580-PIQHM,New York,NY,STATEN ISLAND,10314,40.619033117985886,-74.1592263156198,82200,8618,2022-12-24,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),101.6,3930.55,No
0581-BXBUB,New York,NY,BROOKLYN,11220,40.64127350020588,-74.01606701648878,62800,37137,2020-12-10,Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.75,317.75,No
0581-MDMPW,New York,NY,STATEN ISLAND,10312,40.53504474653785,-74.1611955456614,82200,8618,2021-06-28,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.95,2072.75,No
0582-AVCLN,New York,NY,BROOKLYN,11237,40.69944403912698,-73.91210066339106,62800,37137,2024-02-23,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.3,743.05,No
0584-BJQGZ,New York,NY,BROOKLYN,11211,40.71791187007738,-73.95762722855426,62800,37137,2022-02-07,Female,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.35,1837.9,No
0585-EGDDA,New York,NY,STATEN ISLAND,10310,40.6371509307139,-74.11615172928775,82200,8618,2021-02-16,Male,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.0,3168.75,No
0587-DMGBH,New York,NY,QUEENS,11373,40.74344422779364,-73.8886647668762,69300,21460,2021-06-15,Female,0,No,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.85,365.55,Yes
0594-UFTUL,New York,NY,BROOKLYN,11214,40.60109611771381,-73.99245207412005,62800,37137,2025-05-08,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.85,252.0,No
0595-ITUDF,New York,NY,MANHATTAN,10035,40.802078238502574,-73.93698895923369,86553,74781,2025-12-21,Male,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,91.8,5960.5,No
0596-BQCEQ,New York,NY,MANHATTAN,10036,40.75806602445185,-73.98382901028806,86553,74781,2020-06-28,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.15,6283.3,Yes
0599-XNYDO,New York,NY,QUEENS,11368,40.74872582664102,-73.86611354294267,69300,21460,2024-11-30,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.8,1540.35,No
0601-WZHJF,New York,NY,QUEENS,11378,40.72096510356664,-73.9112786101236,69300,21460,2023-06-25,Male,0,Yes,No,14,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,46.35,667.7,Yes
0602-DDUML,New York,NY,STATEN ISLAND,10314,40.5823046113327,-74.16905343328875,82200,8618,2024-09-03,Female,0,No,No,57,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,69.75,3894.4,No
0603-OLQDC,New York,NY,BROOKLYN,11236,40.639386951261656,-73.89420712131037,62800,37137,2023-04-13,Male,0,No,Yes,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.85,837.5,No
0603-TPMIB,New York,NY,STATEN ISLAND,10302,40.63725084539283,-74.13287732808897,82200,8618,2022-03-08,Female,0,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.45,1534.05,No
0604-THJFP,New York,NY,MANHATTAN,10001,40.74860820459181,-73.98865304161896,86553,74781,2022-04-26,Female,0,Yes,Yes,59,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),75.95,4542.35,No
0607-DAAHE,New York,NY,MANHATTAN,10013,40.72336493636365,-74.00875592772803,86553,74781,2024-08-28,Male,0,No,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1052.35,Yes
0607-MVMGC,New York,NY,MANHATTAN,10013,40.71689833030603,-74.00812378908826,86553,74781,2023-07-05,Male,0,Yes,Yes,45,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.75,3600.65,No
0608-JDVEC,New York,NY,STATEN ISLAND,10302,40.63322527705742,-74.13667391983135,82200,8618,2023-12-01,Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.8,1013.2,No
0611-DFXKO,New York,NY,MANHATTAN,10036,40.75715138163037,-73.97976127353151,86553,74781,2024-03-22,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.0,1820.45,Yes
0612-RTZZA,New York,NY,MANHATTAN,10128,40.780277721240296,-73.94998680691845,86553,74781,2021-04-27,Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,Yes
0613-WUXUM,New York,NY,QUEENS,11422,40.66526747721852,-73.73555362361694,69300,21460,2025-02-15,Female,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.2,1401.4,No
0616-ATFGB,New York,NY,BROOKLYN,11236,40.63840570731405,-73.8957291960082,62800,37137,2025-04-15,Male,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.05,25.05,Yes
0617-AQNWT,New York,NY,BROOKLYN,11228,40.61691455596419,-74.00379646904973,62800,37137,2020-05-20,Female,0,Yes,No,64,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,47.85,3147.5,Yes
0617-FHSGK,New York,NY,BRONX,10475,40.869401133661874,-73.82554890019922,40500,34920,2021-11-03,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.2,3678.3,Yes
0618-XWMSS,New York,NY,BRONX,10462,40.845451678469075,-73.86506949382134,40500,34920,2022-08-03,Male,0,No,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.9,2068.55,Yes
0619-OLYUR,New York,NY,QUEENS,11355,40.75450703920561,-73.83306861759266,69300,21460,2021-12-01,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.9,8071.05,No
0620-DLSLK,New York,NY,BROOKLYN,11205,40.690287663517694,-73.9552756893151,62800,37137,2024-07-08,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.9,1028.9,No
0620-XEFWH,New York,NY,BROOKLYN,11237,40.700154996584565,-73.91218267464389,62800,37137,2022-07-07,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.85,84.2,No
0621-CXBKL,New York,NY,BROOKLYN,11235,40.57726005804655,-73.96301900151151,62800,37137,2023-10-21,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.7,1005.7,No
0621-HJWXJ,New York,NY,MANHATTAN,10025,40.80243137670294,-73.96804462027002,86553,74781,2022-07-31,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.55,5029.05,No
0621-JFHOL,New York,NY,QUEENS,11420,40.67679879872994,-73.81955613935018,69300,21460,2025-08-12,Female,0,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.6,299.05,No
0621-TSSMU,New York,NY,MANHATTAN,10014,40.73214573479022,-74.00149379140831,86553,74781,2022-07-14,Male,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.95,1126.75,No
0621-TWIEM,New York,NY,BROOKLYN,11237,40.69979536164278,-73.91576073950718,62800,37137,2020-06-05,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.55,402.6,Yes
0623-EJQEG,New York,NY,STATEN ISLAND,10306,40.55726643776569,-74.11866512862265,82200,8618,2024-12-07,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,93.55,6069.25,No
0623-GDISB,New York,NY,BROOKLYN,11229,40.59877818614556,-73.95252821693778,62800,37137,2022-02-07,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),48.45,48.45,No
0623-IIHUG,New York,NY,BRONX,10469,40.87283229230157,-73.85555130350023,40500,34920,2023-03-18,Female,1,No,No,21,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.9,840.1,Yes
0625-AFOHS,New York,NY,MANHATTAN,10012,40.72881085473081,-73.99832588278541,86553,74781,2021-01-15,Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,558.8,No
0626-QXNGV,New York,NY,MANHATTAN,10027,40.80970400396585,-73.95007306695233,86553,74781,2020-02-28,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.15,1776.45,No
0628-CNQRM,New York,NY,QUEENS,11103,40.765303325229866,-73.91801715749335,69300,21460,2023-12-09,Male,0,Yes,Yes,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.5,1544.05,Yes
0634-SZPQA,New York,NY,BROOKLYN,11212,40.6615685384045,-73.91909260018585,62800,37137,2021-08-19,Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.8,Yes
0635-WKOLD,New York,NY,MANHATTAN,10011,40.74366272496714,-73.99966438015461,86553,74781,2025-01-03,Male,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),70.75,2921.75,No
0637-KVDLV,New York,NY,BRONX,10466,40.88840308300074,-73.86012873372337,40500,34920,2025-09-15,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,162.45,Yes
0637-UBJRP,New York,NY,QUEENS,11104,40.7463219081991,-73.91594370933569,69300,21460,2025-04-15,Male,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,84.05,1095.3,Yes
0637-YLETY,New York,NY,BRONX,10460,40.83256534962273,-73.89112829797934,40500,34920,2022-08-09,Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.6,1555.65,Yes
0639-TSIQW,New York,NY,QUEENS,11433,40.70140793025897,-73.79010707234744,69300,21460,2022-03-09,Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.95,6886.25,Yes
0640-YJTPY,New York,NY,QUEENS,11368,40.74223563023616,-73.86710094578594,69300,21460,2023-01-04,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1493.75,No
0641-EVBOJ,New York,NY,MANHATTAN,10025,40.79841997523475,-73.9634812505236,86553,74781,2024-11-04,Male,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,82.3,214.4,No
0643-OKLRP,New York,NY,BRONX,10474,40.81102426147616,-73.88221183168825,40500,34920,2022-09-11,Female,1,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,3825.85,Yes
0644-OQMDK,New York,NY,BRONX,10459,40.82175437676652,-73.9007711588972,40500,34920,2020-08-04,Male,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,293.85,No
0650-BWOZN,New York,NY,STATEN ISLAND,10302,40.640250080796406,-74.13120059365068,82200,8618,2022-09-26,Female,1,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,1359.45,No
0654-HMSHN,New York,NY,BRONX,10466,40.90121211946253,-73.84682962901645,40500,34920,2025-11-13,Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.4,2157.95,Yes
0654-PQKDW,New York,NY,BROOKLYN,11201,40.68746331512711,-73.98997955415469,62800,37137,2021-01-06,Female,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),70.75,4263.45,No
