cliente_id,genero,edad,pais,ciudad,segmento_de_cliente,meses_permanencia,canal_de_registro,tipo_contrato,conecciones_mensuales,dias_activos_semanales,promedio_coneccion,caracteristicas_usadas,tasa_crecimiento_uso,ultima_coneccion,cuota_mensual,ingresos_totales,metodo_de_pago,errores_de_pago,descuento_aplicado,aumento_ultimos_3_meses,tickets_de_soporte,tiempo_promedio_de_resolucion,tipo_de_queja,puntuacion_csates,escaladas,tasa_apertura_email,tasa_clics_marketing,puntuacion_nps,respuesta_de_la_encuesta,recuento_de_referencias,abandonar
CUST_02410,Femenino,55,Banglades,Dhaka,Individual,43,Web,Mensual,23,1,8.553616074800448,4,-0.28,7,70,3010,PayPal,1,0,0,2,18.42534257427623,No clasificada,3.0,0,0.86,0.45,75,Satisfecho,0,1
CUST_02411,Masculino,60,UK,Dhaka,Individual,25,Referral,Anual,1,2,7.323631932789651,4,-0.11,2,50,1250,Tarjeta,1,0,1,1,36.59091633325186,No clasificada,4.0,0,0.69,0.42,-9,Neutral,3,0
CUST_02412,Masculino,40,Alemania,Dhaka,Individual,50,Web,Mensual,0,0,17.396386306876742,8,0.16,1,100,5000,PayPal,0,0,0,2,26.16588989827513,Facturacion,2.0,1,0.9,0.46,13,Satisfecho,2,0
CUST_02413,Femenino,21,India,Dhaka,Individual,41,Web,Mensual,24,1,6.973181926783337,4,-0.17,12,50,2050,Tarjeta,0,0,0,2,37.726285217022365,Tecnico,1.0,0,0.44,0.22,52,Neutral,0,0
CUST_02414,Masculino,69,Australia,New York,Individual,48,Mobile,Trimestral,13,2,22.93498961497624,1,0.05,7,20,960,PayPal,0,0,0,0,14.094317010034889,Facturacion,3.0,1,0.61,0.18,-49,Neutral,0,0
CUST_02415,Femenino,33,Australia,Berlin,SME,11,Mobile,Mensual,25,1,11.393949868868985,8,0.02,0,30,330,Tarjeta,1,1,0,0,23.465802862436263,Facturacion,3.0,0,0.35,0.14,20,Neutral,1,0
CUST_02416,Femenino,24,UK,Delhi,Individual,46,Web,Mensual,13,0,19.74614133739689,8,0.03,12,10,460,Tarjeta,0,0,0,1,1.0,Facturacion,4.0,2,0.11,0.29,60,Satisfecho,0,0
CUST_02417,Femenino,39,Banglades,Toronto,Individual,40,Web,Mensual,32,5,8.615027940722802,6,0.11,2,70,2800,Transferencia Bancarias,1,0,0,1,24.91638843783452,Facturacion,5.0,0,0.2,0.19,-7,Satisfecho,0,0
CUST_02418,Femenino,46,India,Delhi,SME,59,Mobile,Mensual,30,3,29.134358918599155,4,-0.17,7,20,1180,Tarjeta,0,1,1,1,35.14169320395097,No clasificada,4.0,0,0.68,0.21,-40,Insatisfecho,4,0
CUST_02419,Masculino,28,Alemania,Londres,SME,45,Web,Anual,24,6,30.457573838001014,4,0.16,2,30,1350,Tarjeta,1,0,0,0,1.0,Facturacion,4.0,0,0.36,0.42,-7,Satisfecho,1,0
CUST_02420,Femenino,73,Australia,Londres,SME,42,Referral,Mensual,11,2,22.89172406229855,9,-0.16,11,30,1260,Tarjeta,0,1,0,0,17.51597071749498,Tecnico,4.0,1,0.72,0.21,-52,Satisfecho,0,0
CUST_02421,Masculino,50,USA,Londres,Individual,55,Web,Trimestral,14,5,10.220300477242416,5,-0.05,1,20,1100,PayPal,0,1,0,1,11.328325643711985,No clasificada,2.0,0,0.35,0.13,46,Satisfecho,0,0
CUST_02422,Masculino,46,Banglades,Berlin,Individual,44,Referral,Trimestral,17,1,14.511494317929278,7,-0.03,8,70,3080,Tarjeta,0,0,0,1,24.22060048201755,No clasificada,3.0,0,0.78,0.14,-4,Satisfecho,3,0
CUST_02423,Masculino,56,UK,Sydney,Individual,21,Web,Trimestral,9,0,1.15917844475012,5,0.08,26,50,1050,Tarjeta,2,1,0,1,21.297216955780417,Tecnico,3.0,0,0.52,0.19,-8,Insatisfecho,3,0
CUST_02424,Masculino,29,UK,New York,SME,3,Web,Trimestral,26,5,24.14328831759624,4,-0.22,13,20,60,Tarjeta,0,0,0,1,15.921654061195577,Servicio,3.0,0,0.8,0.06,36,Neutral,0,0
CUST_02425,Masculino,24,Banglades,Dhaka,Individual,2,Web,Trimestral,16,1,15.823932194052386,2,0.26,13,20,40,Tarjeta,0,1,1,1,20.39022326769829,Tecnico,4.0,0,0.64,0.07,40,Neutral,1,0
CUST_02426,Masculino,72,Australia,Berlin,Individual,11,Web,Mensual,18,0,14.376359416691916,5,-0.02,16,30,330,Tarjeta,0,1,0,2,9.624840064762171,Tecnico,4.0,0,0.58,0.07,77,Insatisfecho,0,0
CUST_02427,Masculino,56,Alemania,Toronto,SME,24,Web,Trimestral,14,7,8.68595734518936,3,0.14,42,100,2400,PayPal,2,0,0,1,16.809267012215624,Tecnico,4.0,0,0.32,0.49,51,Satisfecho,0,1
CUST_02428,Masculino,59,Australia,Toronto,SME,50,Web,Mensual,19,0,21.90282128378124,4,-0.16,0,50,2500,Transferencia Bancarias,0,0,0,0,35.18756213245658,Tecnico,3.0,0,0.45,0.07,51,Satisfecho,1,0
CUST_02429,Masculino,65,Banglades,Londres,Individual,24,Referral,Trimestral,21,0,18.772143700302745,4,-0.06,7,20,480,Tarjeta,1,1,0,2,33.15887586608597,Tecnico,4.0,1,0.46,0.19,55,Neutral,3,0
CUST_02430,Masculino,43,Canada,New York,SME,21,Web,Mensual,14,0,15.317313510080687,4,-0.32,23,10,210,PayPal,0,1,1,0,19.59243567329942,Servicio,3.0,0,0.61,0.13,12,Satisfecho,1,0
CUST_02431,Femenino,57,Australia,Londres,SME,25,Referral,Mensual,17,2,18.01118475554062,3,0.15,18,10,250,PayPal,1,0,0,1,15.83125798001678,Servicio,3.0,0,0.84,0.13,-56,Satisfecho,0,0
CUST_02432,Femenino,26,India,Toronto,Individual,4,Web,Trimestral,15,5,28.52057351687378,4,-0.13,0,50,200,Tarjeta,1,0,0,1,35.963449089902724,Tecnico,2.0,0,0.6,0.31,-27,Insatisfecho,0,0
CUST_02433,Femenino,58,Banglades,Toronto,Enterprise,40,Mobile,Mensual,15,3,8.630851713306441,4,-0.15,3,20,800,Tarjeta,3,0,0,1,21.266240763146108,No clasificada,5.0,0,0.69,0.03,28,Neutral,2,0
CUST_02434,Masculino,51,India,Dhaka,Individual,43,Referral,Anual,20,2,6.1943937943017175,4,0.1,1,50,2150,Transferencia Bancarias,0,1,0,0,32.59723446863276,Tecnico,3.0,0,0.47,0.05,2,Insatisfecho,0,0
CUST_02435,Femenino,62,Banglades,Sydney,SME,47,Referral,Mensual,0,1,9.53337600476479,8,-0.45,19,20,940,Tarjeta,2,1,0,0,28.49090526646401,Tecnico,4.0,0,0.65,0.34,47,Neutral,0,1
CUST_02436,Femenino,30,Canada,Dhaka,SME,23,Web,Anual,34,2,23.41351930109394,2,-0.01,8,50,1150,PayPal,0,0,0,0,5.844249032660599,Facturacion,2.0,0,0.39,0.4,68,Neutral,0,0
CUST_02437,Femenino,72,India,Sydney,Individual,24,Mobile,Mensual,27,2,16.95989026902619,4,0.29,17,10,240,PayPal,0,1,1,0,35.3419783640772,Servicio,3.0,0,0.44,0.37,-24,Neutral,1,0
CUST_02438,Masculino,72,India,Dhaka,Individual,21,Web,Mensual,21,1,9.6051494567655,4,-0.13,11,50,1050,Tarjeta,1,0,1,1,39.48429461239563,Facturacion,3.0,0,0.63,0.16,23,Neutral,0,0
CUST_02439,Masculino,53,USA,Sydney,Enterprise,2,Web,Mensual,28,3,18.68783199567028,6,-0.11,6,20,40,PayPal,0,0,0,0,31.38225983625835,Tecnico,5.0,0,0.25,0.27,8,Satisfecho,0,0
CUST_02440,Masculino,42,UK,Londres,Individual,23,Mobile,Mensual,6,2,11.523663728650844,7,0.16,33,20,460,Tarjeta,1,0,0,4,31.072793156606203,No clasificada,4.0,1,0.61,0.08,18,Satisfecho,3,0
CUST_02441,Masculino,41,India,Delhi,Individual,51,Web,Mensual,2,0,16.22096109457643,4,-0.16,17,10,510,Transferencia Bancarias,3,0,0,1,12.321546915822172,Tecnico,4.0,1,0.15,0.05,-26,Insatisfecho,0,1
CUST_02442,Femenino,61,UK,New York,Individual,15,Web,Mensual,1,2,18.31902762837246,5,0.23,18,10,150,Transferencia Bancarias,0,1,0,3,20.24155702958007,Tecnico,3.0,1,0.58,0.38,42,Neutral,0,0
CUST_02443,Femenino,34,Banglades,Sydney,SME,58,Web,Mensual,24,6,10.740545699737588,6,0.18,36,30,1740,Transferencia Bancarias,1,1,0,2,27.76853876602572,Tecnico,3.0,0,0.8,0.15,-36,Neutral,2,0
CUST_02444,Femenino,19,Alemania,Berlin,Enterprise,26,Web,Mensual,21,1,2.288560949548133,8,0.1,1,50,1300,PayPal,1,0,1,0,23.53074973254895,No clasificada,5.0,0,0.6,0.16,74,Insatisfecho,2,0
CUST_02445,Femenino,30,Australia,Sydney,Individual,26,Web,Mensual,23,6,16.691150650876175,6,-0.13,19,30,780,PayPal,0,1,0,0,32.86536080048984,Tecnico,3.0,0,0.33,0.34,-6,Insatisfecho,1,0
CUST_02446,Masculino,48,USA,Londres,SME,28,Referral,Mensual,29,3,13.643397991728502,3,0.01,13,50,1400,PayPal,1,1,0,2,43.00670116920372,Facturacion,5.0,0,0.66,0.49,19,Neutral,1,0
CUST_02447,Masculino,46,Banglades,New York,Individual,59,Web,Trimestral,0,6,10.662121521852008,5,-0.02,0,20,1180,PayPal,2,0,0,1,26.46186027511583,No clasificada,5.0,1,0.88,0.11,4,Insatisfecho,0,1
CUST_02448,Masculino,67,Canada,Sydney,Enterprise,26,Mobile,Mensual,7,2,16.7283312561299,3,0.03,1,10,260,Transferencia Bancarias,0,0,0,2,15.609432220260349,No clasificada,2.0,0,0.7,0.07,-15,Insatisfecho,0,1
CUST_02449,Femenino,45,Alemania,Dhaka,Individual,45,Mobile,Anual,13,2,19.35941921286922,1,0.07,28,10,450,Tarjeta,1,0,0,0,23.334057998914247,Facturacion,4.0,0,0.49,0.35,40,Neutral,0,0
CUST_02450,Masculino,44,USA,New York,Individual,2,Mobile,Trimestral,26,6,1.0,6,-0.06,3,30,60,Tarjeta,1,1,1,0,45.78694512021829,Tecnico,4.0,0,0.17,0.44,40,Satisfecho,2,1
CUST_02451,Masculino,32,USA,Berlin,Individual,35,Mobile,Trimestral,21,1,15.749871197909906,1,-0.06,1,20,700,Tarjeta,0,0,0,0,12.2754802399793,Facturacion,2.0,0,0.47,0.29,33,Satisfecho,0,1
CUST_02452,Femenino,48,Banglades,Toronto,Individual,32,Mobile,Mensual,46,4,14.17667600579451,8,0.13,24,30,960,Transferencia Bancarias,0,0,0,0,35.764808523844664,Tecnico,2.0,0,0.23,0.16,-35,Insatisfecho,0,1
CUST_02453,Femenino,57,Canada,Dhaka,Individual,30,Web,Trimestral,9,4,12.38096814861241,3,0.37,15,30,900,PayPal,1,0,1,2,13.864097930237332,No clasificada,4.0,0,0.68,0.4,10,Neutral,1,0
CUST_02454,Masculino,32,Canada,New York,SME,46,Web,Mensual,25,5,19.561796060103667,3,-0.16,7,20,920,Tarjeta,1,1,0,0,24.286399943161683,Tecnico,2.0,0,0.37,0.32,0,Neutral,0,0
CUST_02455,Masculino,50,UK,Delhi,Individual,20,Referral,Anual,29,6,1.923019666753504,5,0.13,11,30,600,Tarjeta,0,1,0,1,34.46182165645608,Servicio,4.0,0,0.72,0.27,39,Satisfecho,3,0
CUST_02456,Masculino,37,Australia,Sydney,Enterprise,58,Referral,Anual,34,2,1.0,5,0.1,65,30,1740,Tarjeta,0,0,0,3,26.899696577093543,No clasificada,4.0,0,0.79,0.21,17,Neutral,1,1
CUST_02457,Masculino,59,Banglades,Dhaka,SME,13,Mobile,Trimestral,17,5,3.704363793206319,4,0.09,2,20,260,Transferencia Bancarias,1,0,0,0,32.23003317755769,No clasificada,5.0,2,0.55,0.22,-10,Neutral,2,0
CUST_02458,Masculino,29,Alemania,Londres,SME,27,Web,Trimestral,6,0,19.964579104724024,2,0.06,3,50,1350,Transferencia Bancarias,0,0,0,2,39.69530344106746,Facturacion,4.0,0,0.13,0.42,32,Satisfecho,0,0
CUST_02459,Masculino,54,Australia,Delhi,Individual,23,Web,Trimestral,26,7,11.647154503353716,9,-0.06,2,50,1150,Tarjeta,0,1,0,1,24.732307243874438,No clasificada,4.0,0,0.5,0.46,27,Neutral,1,0
CUST_02460,Femenino,26,Alemania,Delhi,SME,58,Web,Mensual,22,2,13.277411551898696,8,0.04,3,10,580,Tarjeta,0,1,0,1,15.310439460890118,Servicio,4.0,0,0.47,0.45,-24,Satisfecho,1,0
CUST_02461,Femenino,40,USA,Londres,SME,16,Mobile,Trimestral,25,5,26.929688593550743,6,-0.02,1,10,160,PayPal,0,0,0,0,29.602147760263,No clasificada,3.0,0,0.17,0.28,44,Satisfecho,2,0
CUST_02462,Femenino,25,India,Londres,SME,31,Mobile,Mensual,33,6,18.032909625151813,6,0.1,18,10,310,Tarjeta,0,1,0,2,23.59218619730588,Facturacion,4.0,1,0.52,0.37,-14,Satisfecho,2,0
CUST_02463,Masculino,49,India,Londres,Enterprise,12,Mobile,Trimestral,17,4,22.132407249051955,6,0.09,1,50,600,PayPal,0,0,0,2,21.68508928622556,Servicio,4.0,0,0.52,0.32,22,Satisfecho,1,0
CUST_02464,Femenino,65,Banglades,Delhi,Individual,33,Mobile,Mensual,9,2,14.53086839835741,3,-0.34,4,20,660,PayPal,2,0,0,2,25.98309266401804,Facturacion,3.0,0,0.38,0.1,100,Insatisfecho,0,0
CUST_02465,Masculino,31,Canada,New York,Individual,38,Web,Mensual,25,0,1.0,5,0.05,8,30,1140,Tarjeta,1,0,0,1,12.120152296989309,Facturacion,4.0,1,0.81,0.47,21,Satisfecho,1,0
CUST_02466,Masculino,44,Canada,Londres,SME,45,Mobile,Trimestral,23,7,13.425000315447164,7,0.05,19,50,2250,PayPal,1,0,0,0,25.29411733767703,Facturacion,4.0,0,0.71,0.32,30,Neutral,0,0
CUST_02467,Femenino,42,USA,Toronto,SME,32,Web,Mensual,16,3,9.18879411849976,3,0.18,1,20,640,PayPal,0,1,0,1,24.53455575275501,Tecnico,3.0,1,0.44,0.22,-59,Neutral,2,0
CUST_02468,Masculino,30,USA,Delhi,Individual,54,Mobile,Trimestral,9,2,9.35833845409126,9,0.02,10,30,1620,Tarjeta,0,1,0,1,23.59916820741333,Servicio,4.0,0,0.38,0.33,-63,Insatisfecho,0,0
CUST_02469,Masculino,72,Alemania,Delhi,Individual,56,Web,Trimestral,23,1,17.73913032657317,7,-0.04,17,10,560,Transferencia Bancarias,0,0,0,2,27.841635846803584,Servicio,4.0,1,0.51,0.33,68,Satisfecho,3,0
CUST_02470,Femenino,38,USA,Delhi,SME,2,Web,Anual,28,0,1.0,5,0.16,20,70,140,PayPal,0,1,0,0,12.480439923380736,Facturacion,4.0,0,0.71,0.3,-23,Neutral,1,0
CUST_02471,Femenino,62,Banglades,Berlin,Individual,50,Web,Mensual,4,2,10.116498617527377,8,-0.09,25,10,500,Transferencia Bancarias,1,0,0,0,13.116055258495695,Servicio,4.0,0,0.78,0.49,4,Neutral,0,0
CUST_02472,Femenino,48,Alemania,New York,Individual,49,Referral,Trimestral,20,4,11.913085513680077,3,-0.21,0,20,980,PayPal,0,1,0,1,36.546229422925805,Tecnico,4.0,1,0.41,0.06,73,Satisfecho,0,0
CUST_02473,Masculino,54,Australia,New York,Individual,51,Mobile,Anual,25,5,19.515994740416044,7,0.11,6,50,2550,Tarjeta,0,1,0,2,13.546408986119388,Tecnico,3.0,1,0.76,0.33,59,Satisfecho,2,0
CUST_02474,Femenino,65,Canada,Londres,Individual,23,Web,Mensual,38,2,29.56396393958728,9,0.22,5,20,460,PayPal,0,0,0,2,28.30795615554468,Tecnico,3.0,0,0.67,0.05,-20,Satisfecho,1,0
CUST_02475,Femenino,60,Canada,Delhi,Individual,32,Mobile,Trimestral,20,5,1.0,4,-0.03,0,30,960,Tarjeta,0,0,0,1,48.41634693280005,Facturacion,4.0,0,0.65,0.17,25,Insatisfecho,0,0
CUST_02476,Masculino,71,India,Dhaka,Enterprise,15,Mobile,Mensual,35,4,15.689645254920578,3,-0.09,12,20,300,Tarjeta,1,0,0,1,23.811831068822176,Facturacion,3.0,1,0.5,0.29,-2,Neutral,0,0
CUST_02477,Femenino,22,India,Delhi,SME,40,Mobile,Mensual,28,6,12.591970320258492,5,0.2,14,50,2000,PayPal,1,1,0,1,24.503896383852474,No clasificada,1.0,0,0.84,0.28,-76,Satisfecho,1,0
CUST_02478,Femenino,30,Banglades,Londres,Enterprise,55,Web,Mensual,28,1,16.734178676289357,9,0.1,2,30,1650,Tarjeta,0,1,1,1,26.01078914806983,Tecnico,2.0,2,0.31,0.05,10,Satisfecho,0,0
CUST_02479,Femenino,45,Canada,New York,SME,41,Web,Trimestral,11,3,33.29201192952884,2,-0.02,19,30,1230,Tarjeta,0,0,0,1,44.04471111503777,Facturacion,4.0,1,0.82,0.41,37,Neutral,1,0
CUST_02480,Masculino,60,Banglades,Londres,Individual,40,Web,Mensual,44,4,5.166316028255126,7,0.06,3,50,2000,PayPal,2,1,1,0,27.93254972603381,Facturacion,3.0,0,0.59,0.36,16,Neutral,1,1
CUST_02481,Masculino,42,Australia,Londres,SME,8,Web,Mensual,20,2,10.790082748887604,3,-0.13,3,30,240,PayPal,0,0,0,0,27.895147206818603,Tecnico,3.0,1,0.35,0.37,51,Neutral,1,0
CUST_02482,Masculino,68,Australia,Londres,Enterprise,43,Mobile,Mensual,22,7,23.926438893548728,4,0.07,8,50,2150,Tarjeta,2,0,1,2,24.674284188963927,Servicio,4.0,3,0.28,0.24,78,Satisfecho,2,0
CUST_02483,Masculino,52,UK,Londres,Enterprise,50,Web,Mensual,20,1,18.102986873265092,7,-0.28,2,30,1500,Tarjeta,0,0,0,0,6.66203841815566,No clasificada,4.0,0,0.34,0.17,-46,Satisfecho,0,0
CUST_02484,Femenino,64,Alemania,Londres,SME,49,Web,Trimestral,32,7,20.57207658393156,1,-0.11,13,50,2450,Tarjeta,1,0,1,1,22.461243665486325,Tecnico,4.0,0,0.39,0.37,-48,Insatisfecho,1,0
CUST_02485,Masculino,56,India,Sydney,Individual,22,Web,Mensual,39,0,11.982576960304666,7,-0.0,3,50,1100,Transferencia Bancarias,1,1,0,0,25.494931794256733,No clasificada,5.0,1,0.63,0.5,45,Satisfecho,1,0
CUST_02486,Masculino,24,Alemania,Sydney,Individual,55,Web,Mensual,26,2,21.78974176722925,2,0.04,8,70,3850,Tarjeta,2,0,0,1,41.557452729633255,Tecnico,2.0,0,0.68,0.21,22,Satisfecho,0,1
CUST_02487,Femenino,55,India,Delhi,Individual,38,Referral,Mensual,16,7,21.272913412704412,2,-0.04,2,10,380,Transferencia Bancarias,1,0,0,0,39.61897582538188,Facturacion,4.0,1,0.57,0.29,39,Satisfecho,1,0
CUST_02488,Femenino,49,UK,Delhi,Enterprise,55,Referral,Trimestral,36,5,17.4813656882881,7,0.17,4,50,2750,Transferencia Bancarias,1,0,1,0,13.63453940378142,Facturacion,4.0,0,0.48,0.29,-32,Satisfecho,0,0
CUST_02489,Femenino,20,Canada,Dhaka,Individual,56,Web,Anual,7,7,28.847857252180425,8,0.05,27,30,1680,PayPal,0,0,0,0,30.86863493156031,Servicio,3.0,0,0.15,0.31,-13,Insatisfecho,0,0
CUST_02490,Masculino,62,Banglades,Dhaka,SME,34,Referral,Trimestral,13,6,16.903065620421266,5,-0.05,6,10,340,Tarjeta,0,0,0,2,22.729801484831263,Servicio,5.0,1,0.8,0.21,1,Satisfecho,1,0
CUST_02491,Masculino,56,Alemania,Sydney,Individual,1,Web,Anual,6,7,17.976537497175133,7,-0.01,11,100,100,Tarjeta,0,0,0,2,37.118495173090885,Tecnico,4.0,0,0.35,0.04,-30,Satisfecho,3,0
CUST_02492,Masculino,54,India,New York,SME,10,Mobile,Mensual,16,6,11.912051891740417,6,0.12,2,30,300,PayPal,0,0,0,2,23.205711199681005,Servicio,3.0,0,0.49,0.17,19,Neutral,2,0
CUST_02493,Femenino,72,Alemania,Berlin,Individual,40,Web,Trimestral,30,5,18.07915402743083,3,0.08,12,10,400,Tarjeta,0,0,0,0,20.546352386979883,Servicio,4.0,0,0.5,0.45,15,Insatisfecho,3,0
CUST_02494,Femenino,67,Canada,New York,Individual,16,Web,Trimestral,17,6,17.038502009204425,4,-0.03,38,50,800,Transferencia Bancarias,0,0,1,2,16.102949468223155,Tecnico,2.0,0,0.18,0.13,29,Neutral,0,1
CUST_02495,Masculino,39,Banglades,Dhaka,Individual,24,Referral,Trimestral,20,5,19.692569386431305,5,0.24,12,30,720,PayPal,0,0,0,1,19.11428156755197,Servicio,4.0,1,0.46,0.29,11,Satisfecho,2,0
CUST_02496,Femenino,25,USA,Delhi,SME,46,Referral,Anual,23,7,17.616439494762872,6,-0.12,6,10,460,PayPal,0,0,0,0,23.349560534942164,Tecnico,4.0,0,0.21,0.06,74,Insatisfecho,0,0
CUST_02497,Femenino,34,India,Sydney,Individual,24,Web,Mensual,17,6,17.71660930568536,2,0.25,1,20,480,Tarjeta,0,0,0,3,11.56460894870978,Servicio,4.0,0,0.71,0.07,4,Insatisfecho,0,0
CUST_02498,Femenino,69,USA,New York,SME,48,Referral,Mensual,8,0,12.07433564851912,2,-0.2,7,30,1440,PayPal,0,0,0,0,22.544692366398294,Servicio,4.0,0,0.2,0.27,-31,Satisfecho,2,0
CUST_02499,Masculino,44,UK,Berlin,Individual,14,Mobile,Anual,3,5,19.75485327844786,2,-0.17,2,100,1400,Tarjeta,0,0,0,0,11.614068521484008,No clasificada,5.0,0,0.64,0.21,14,Satisfecho,0,1
CUST_02500,Femenino,50,Banglades,Londres,SME,26,Web,Mensual,33,7,16.28462315495048,3,-0.15,13,30,780,PayPal,1,0,0,2,29.80084197247588,Facturacion,3.0,0,0.3,0.36,-13,Insatisfecho,0,0
CUST_02501,Femenino,63,Australia,Toronto,Individual,39,Web,Mensual,13,7,12.72571671136733,5,0.2,3,30,1170,Tarjeta,1,0,0,1,37.41348698314959,Servicio,4.0,0,0.8,0.28,59,Insatisfecho,0,0
CUST_02502,Masculino,34,Alemania,Sydney,SME,18,Web,Mensual,13,5,9.51523656420236,5,-0.07,1,70,1260,Tarjeta,1,1,0,0,28.61500921216177,Tecnico,5.0,0,0.55,0.26,48,Insatisfecho,2,0
CUST_02503,Masculino,59,India,Sydney,Individual,20,Mobile,Mensual,5,4,20.859985307098924,6,-0.02,1,10,200,PayPal,0,1,0,1,21.8060944897818,Servicio,3.0,1,0.24,0.32,84,Satisfecho,0,0
CUST_02504,Femenino,29,Alemania,Berlin,SME,41,Referral,Mensual,18,5,20.822879228472715,7,-0.19,1,20,820,Tarjeta,1,0,0,2,26.271620810019577,Facturacion,4.0,0,0.24,0.21,20,Satisfecho,0,0
CUST_02505,Femenino,65,UK,Londres,Individual,56,Mobile,Anual,25,6,14.190994148696952,5,-0.06,11,30,1680,Tarjeta,0,0,0,0,18.984416536932148,Servicio,4.0,0,0.13,0.08,2,Satisfecho,0,0
CUST_02506,Masculino,63,UK,Londres,SME,36,Mobile,Mensual,16,7,6.056686651089549,3,-0.02,0,30,1080,Transferencia Bancarias,1,1,0,0,32.80991500928594,Servicio,4.0,1,0.62,0.08,76,Neutral,1,0
CUST_02507,Masculino,44,Alemania,Toronto,Enterprise,24,Mobile,Trimestral,23,1,25.451215401638265,1,0.11,32,70,1680,PayPal,0,0,0,0,34.42465042118869,Tecnico,4.0,0,0.65,0.44,64,Neutral,0,0
CUST_02508,Femenino,65,India,Londres,Individual,26,Web,Mensual,0,6,24.27335347637765,5,0.07,2,10,260,Transferencia Bancarias,0,0,0,1,30.65675632844825,Servicio,4.0,3,0.81,0.33,-20,Satisfecho,0,1
CUST_02509,Femenino,25,Banglades,Berlin,Individual,29,Web,Mensual,21,7,31.73793809332801,4,-0.08,4,10,290,Tarjeta,1,0,0,0,41.05212170591884,Tecnico,2.0,0,0.78,0.16,-23,Satisfecho,2,0
CUST_02510,Femenino,40,Canada,Delhi,SME,48,Web,Mensual,15,3,1.864928582099365,5,-0.18,1,20,960,Tarjeta,0,0,0,0,32.46254031842328,Facturacion,2.0,0,0.88,0.26,-40,Insatisfecho,0,1
CUST_02511,Femenino,59,Banglades,Londres,SME,22,Mobile,Trimestral,5,2,13.066520433088703,3,-0.02,21,50,1100,Tarjeta,0,0,0,0,39.80696028320307,No clasificada,3.0,0,0.79,0.17,-2,Satisfecho,2,0
CUST_02512,Masculino,66,Canada,Delhi,Individual,11,Referral,Mensual,3,1,9.844466014713154,4,0.29,0,20,220,Tarjeta,0,0,1,2,23.347665312824017,Tecnico,4.0,1,0.76,0.17,33,Insatisfecho,0,0
CUST_02513,Femenino,46,Australia,Dhaka,Individual,41,Web,Trimestral,11,1,2.501035512775731,7,0.07,12,30,1230,Tarjeta,1,0,0,1,16.982905726776597,Tecnico,3.0,0,0.74,0.33,33,Satisfecho,0,0
CUST_02514,Femenino,67,Banglades,Dhaka,Individual,49,Web,Trimestral,7,3,15.405138250143176,3,-0.15,1,10,490,Tarjeta,1,0,0,2,26.59333417028556,Facturacion,3.0,0,0.81,0.19,69,Satisfecho,0,0
CUST_02515,Masculino,37,Alemania,Delhi,Individual,54,Mobile,Mensual,23,5,16.746267163976935,6,-0.21,80,20,1080,PayPal,2,0,1,0,52.27385904607299,Tecnico,2.0,1,0.15,0.08,18,Satisfecho,3,1
CUST_02516,Femenino,33,Alemania,Berlin,Individual,11,Web,Mensual,24,4,14.480522702817876,5,-0.13,4,100,1100,Tarjeta,0,0,0,0,28.37834556323913,Tecnico,2.0,2,0.88,0.4,4,Satisfecho,1,1
CUST_02517,Masculino,34,India,Sydney,SME,52,Mobile,Mensual,21,5,3.673909517045004,8,-0.03,3,20,1040,Tarjeta,0,1,0,1,4.387859120128631,Servicio,4.0,1,0.41,0.34,16,Satisfecho,0,0
CUST_02518,Femenino,33,Alemania,Sydney,Individual,3,Web,Trimestral,23,5,19.30193809040976,5,0.2,4,50,150,PayPal,0,0,0,0,42.9116479766045,Facturacion,3.0,0,0.12,0.26,33,Satisfecho,1,0
CUST_02519,Femenino,36,India,Sydney,Individual,21,Mobile,Anual,4,3,6.6784338051516645,6,-0.38,4,50,1050,Tarjeta,0,0,1,2,23.880819626129423,No clasificada,5.0,0,0.84,0.26,59,Satisfecho,0,0
CUST_02520,Masculino,73,Alemania,New York,SME,58,Mobile,Trimestral,25,3,22.31576154941279,8,0.06,1,20,1160,Tarjeta,2,0,0,0,12.550212408254472,No clasificada,4.0,0,0.66,0.3,-7,Neutral,0,1
CUST_02521,Masculino,73,UK,Sydney,Individual,11,Web,Mensual,26,6,21.945890813036318,5,-0.13,20,20,220,Tarjeta,1,1,0,2,21.78213877172676,Facturacion,5.0,0,0.52,0.16,52,Insatisfecho,2,0
CUST_02522,Femenino,25,USA,Berlin,SME,8,Referral,Anual,22,3,17.743864663520814,5,0.12,10,50,400,Tarjeta,0,0,0,0,22.896114342104973,No clasificada,4.0,1,0.71,0.1,17,Satisfecho,3,0
CUST_02523,Femenino,55,Alemania,Toronto,SME,31,Web,Mensual,19,5,12.150947713935189,6,0.05,4,10,310,Tarjeta,0,1,0,2,30.39857876900918,No clasificada,2.0,1,0.18,0.48,12,Insatisfecho,1,0
CUST_02524,Femenino,55,USA,Dhaka,Individual,59,Web,Mensual,12,0,16.004153214742125,5,0.34,4,50,2950,Transferencia Bancarias,2,0,0,1,19.455939902133288,Tecnico,4.0,0,0.68,0.27,44,Insatisfecho,0,0
CUST_02525,Masculino,70,Canada,Londres,Individual,10,Web,Trimestral,23,6,10.70114445666358,4,0.04,0,30,300,Tarjeta,1,1,0,3,21.04004269818529,Tecnico,2.0,0,0.35,0.31,49,Insatisfecho,2,0
