Address Borough,Business Name,License Type,Latitude,Longitude
Queens,Odane General Construction Inc.,Business,40.6832837687742,-73.80227879312955
Queens,US BEST CONSTRUCTION LLC,Business,40.7269983947708,-73.88943547342015
Bronx,Jet Home Maintenance LLC,Business,40.86301937489495,-73.86642935460281
Manhattan,SOCIETY STAFFING LLC,Business,40.72345282648701,-74.00795863289486
Brooklyn,EL SUPER CORP,Business,40.64556155406606,-74.0098592020835
Queens,M YASEEN CONTRACTING LLC,Business,40.74681628446362,-73.87164274485474
Bronx,1187 T & J FOOD CORP.,Business,40.83573096039773,-73.92296441180979
Queens,ASTORIA SOUNDS & TIRE SHOP CORP.,Business,40.765298006302395,-73.88876180460498
Brooklyn,PRESTIGE MOTOR SALES INC,Business,40.66524196384193,-73.99535010117981
Manhattan,EASTSIDE PRODUCE MARKET INC,Business,40.790170549801424,-73.94570716346844
Brooklyn,"BAGGA GROCERY STORE, INC.",Business,40.63338688989128,-73.96710595932527
Brooklyn,Mux Construction CO,Business,40.58439284367483,-73.9690706038112
Queens,KRISHNA HOLDING INC,Business,40.73521799917196,-73.71812900652
Bronx,"PONG, YONG SHIK",Business,40.87140492536363,-73.86449977703768
Brooklyn,"JACKSON, LISA",Business,40.637872312581315,-73.91459944541057
Queens,WASHDRY TECH INC.,Business,40.66795935904936,-73.80210793620519
Bronx,NYC MOTOR CARS CORPORATION,Business,40.87797273711164,-73.844699035403
Brooklyn,GARAGE DOOR SOLUTIONS LLC,Business,40.66157551311167,-73.93434991478934
Queens,King Air condition corporation,Business,40.701980016130605,-73.90495632871882
Brooklyn,SJ GREEN MARKET INC.,Business,40.67262854368536,-73.95724863609765
Manhattan,"Berwick Edel, INC.",Business,40.796477578469414,-73.93445163799235
Staten Island,MUSTANG CONTRACTING INC.,Business,40.63456095314361,-74.12803685410387
Brooklyn,"WAHAND, QADER, G",Business,40.58236509368519,-73.96210534943569
Brooklyn,Epic Construction Corp.,Business,40.598614892362725,-73.99363347469026
Queens,UNIQUE BOUTIQUE STEINWAY CORP,Business,40.75819009638158,-73.9196466247873
Brooklyn,"BVC CONSULTING, INC.",Business,40.65121425820673,-73.92166747021332
Brooklyn,"CARLOS GATES AND IRON WORKS, INC.",Business,40.675613121312445,-73.90097057324785
Bronx,MERCED BUILDING MAINTENANCE LLC,Business,40.84797614477482,-73.89626454868866
Staten Island,"MUKA INTERIORS, LLC",Business,40.61558174140927,-74.16587438925649
Manhattan,100 ML GARAGE CORP.,Business,40.706866299284606,-74.00699002392852
Brooklyn,"CALDERON, JUAN F.",Business,40.679037439336085,-73.97550907192387
Queens,UTOPIA GARAGE LLC,Business,40.7258552691698,-73.7914407474151
Queens,RC RANDY INC,Business,40.74074793517747,-73.87954296925169
Staten Island,"MARK D. LIPTON ASSOCIATES, INC.",Business,40.60277855006547,-74.1630480441684
Brooklyn,29TH STREET TIRE SHOP CORP.,Business,40.6587479042252,-74.00119660164653
Brooklyn,"KNIGHT HARTE CONSTRUCTION, INC.",Business,40.71986468274901,-73.9846788330436
Queens,FRANK CONSTRUCTION CORP,Business,40.68799914526572,-73.81370244530542
Manhattan,"MOTT STREET BAKING COMPANY, LLC",Business,40.72298088581767,-73.99480131061674
Brooklyn,D&A GROUP NYC CORP,Business,40.63174910134716,-73.89518837322653
Brooklyn,"DIPARUN CARDS, INC",Business,40.63214567486293,-73.88786328263313
Brooklyn,"N & F FRASCA CONTRACTING, INC.",Business,40.62353503128915,-74.00240274765775
Queens,"INTERCONTINENT, INC.",Business,40.74891372532119,-73.94438015622157
Brooklyn,C MORGAN CONSTRUCTION INC,Business,40.65851253876002,-73.94521962216155
Brooklyn,NCARSUN INC.,Business,40.68352182782253,-73.88169430205912
Manhattan,1601 DOMINICAN VALLE RESTAURANT CORP.,Business,40.85500852495431,-73.9295825784972
Queens,Halal Food Garden Supermarket Inc,Business,40.70699880130241,-73.80238158061829
Queens,W & Z 66 LLC,Business,40.79094583313463,-73.8217891791678
Queens,"SCHNEK, SANDRA J",Business,40.75280559402088,-73.88487738787768
Brooklyn,SKY CASTLES CONSTRUCTION LLC,Business,40.66386257330929,-73.89766106418458
Manhattan,J & M HARDWARE & HOUSEWARES INC.,Business,40.79513947905118,-73.94205538816811
Queens,"LIBERTY DEVELOPER USA, INC.",Business,40.67598182850138,-73.82017843743527
Staten Island,MOON STAR CONSTRUCTION INC.,Business,40.631965791489854,-74.11906095546925
Brooklyn,THE WITS CONTRACTING INC.,Business,40.6403125327534,-73.96906990683632
Brooklyn,"SAEED, IBRAHEM",Business,40.608642717880464,-73.96754673187344
Manhattan,FH BUILDERS INC.,Business,40.84696338459919,-73.93846088376351
Brooklyn,BROOKLYN BUILDING SOLUTIONS INC,Business,40.62819580181547,-73.9753007667761
Manhattan,PAINT NY CORP,Business,40.75878124879553,-73.97703550405373
Queens,"BELIDA ASSOCIATES, INC.",Business,40.786392770710606,-73.81510992478557
Queens,"EDWARD BURKE CONTRACTING, INC.",Business,40.77340744651344,-73.75226657969068
Bronx,T-MOBILE NORTHEAST LLC,Business,40.86545059937311,-73.86592915758408
Bronx,LIKE NEW APPLIANCES,Business,40.81215754969161,-73.92034732497362
Queens,MORA BROTHERS CONSTRUCTION CORPORATION,Business,40.746592623991894,-73.87291353606628
Bronx,TEKTONAS CONTRACTING CORP,Business,40.82564901841424,-73.82281273688862
Bronx,"GRANT, ALFRED",Business,40.894590036481745,-73.84336531982628
Queens,RED & YELLOW STONE CONSTRUCTION CORP,Business,40.71157159683187,-73.75395727241782
Bronx,NEW YORK SMSA LIMITED PARTNERSHIP,Business,40.85507763509587,-73.8676707427993
Brooklyn,COMPUTER TEAM INC,Business,40.63356986069889,-73.99421380361862
Queens,RR7 INTERIORS DESIGN CORP,Business,40.75905148356935,-73.87840892425461
Queens,LICONA GROCERY INC,Business,40.67921374066383,-73.79166232489582
Manhattan,PARK RIGHT CORPORATION,Business,40.721561538821334,-74.00988487548328
Manhattan,SAGESSE COMMERCE & LOGISTICS LLC,Business,40.76231709757363,-73.9681071841045
Queens,STONE & TERRAZZO WORLD INC,Business,40.73669403261792,-73.93387897384653
Staten Island,CENTRAL TILE IMPORT LTD.,Business,40.598586889666215,-74.08047818685827
Bronx,SK FRUIT MARKET CORP.,Business,40.824707990186575,-73.8919396739598
Brooklyn,"RODRIGUEZ, CEFERINO",Business,40.69460717576401,-73.91498115129387
Queens,D'AVANZO & SONS CONSTRUCTION CORP.,Business,40.72199424901844,-73.88341540008184
Queens,R & J CONSTRUCTION NYC CORP,Business,40.705335521515366,-73.73186005328132
Queens,501 FAMILY DELI GROCERY CORP,Business,40.70537816122894,-73.91201709715672
Outside NYC,"HIGHLINE DESIGN, CORP.",Business,40.71830066602089,-73.95509455658222
Queens,NEW SAFEWAY CONTRACTING CORP.,Business,40.71183866768513,-73.78744464875722
Brooklyn,NORTH SIDE AUTO CORPORATION,Business,40.71775921301668,-73.9605817971506
Brooklyn,D & E TILE AND STONE INC.,Business,40.614112150827275,-73.99720139220727
Staten Island,"MASICA, IVAN",Business,40.63534418317034,-74.11128458743043
Queens,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",Business,40.75911432387386,-73.83417245562488
Brooklyn,MENDIETA CONSTRUCTION INC.,Business,40.64414290795716,-73.99813342175239
Queens,BRINKS RENOVATION INC,Business,40.757058720490406,-73.93155948022665
Brooklyn,VISCAL CONTRACTING SERVICES CORP,Business,40.66582684436901,-73.86955292554423
Queens,EA REFINISHING INC,Business,40.75319958561992,-73.87831854437817
Brooklyn,Dollak Construction and Development Inc.,Business,40.60420574404651,-74.01046171086362
Queens,INSPIRED ELEGANCE INC,Business,40.68112812690848,-73.72901894844789
Brooklyn,GAWAD DELI GROCERY CORP,Business,40.69378207801279,-73.9435246184435
Queens,Erezbuilder Corporation,Business,40.78772826248977,-73.84198084813812
Manhattan,HUDSON GREETING INC.,Business,40.73555457176482,-74.00601516346313
Bronx,KYOUNG FRUIT & VEGETABLE INC.,Business,40.887423870192194,-73.86065882113421
Queens,B.U.T. GENERAL CONSTRUCTION CORP.,Business,40.75036973966939,-73.85463303558575
Queens,O. T. ADVANCED DRYWALL LLC,Business,40.67374577768769,-73.84743495481555
Queens,EAGLE EYE CONTRACTOR CORP.,Business,40.680370828720015,-73.77219675195431
Queens,"KLAPIJA, CAZIM",Business,40.75084556124554,-73.89021157476807
Brooklyn,A & N LUCKY MINI MART INC,Business,40.63748719179657,-73.89381019168174
Manhattan,ORTHOBODY MEDICAL EQUIPMENT INC.,Business,40.852079148757845,-73.93288228516816
Staten Island,"KORWEK, INC.",Business,40.61341734693828,-74.12845012438447
Brooklyn,Green Forest LLC,Business,40.6096518086361,-73.95626611930679
Staten Island,SQUARE BUSINESS CONTRACTING INC.,Business,40.547045196879104,-74.19798015237001
Manhattan,GOLD CITY OF ST NICHOLAS INC.,Business,40.849019414072984,-73.93394081603054
Manhattan,"BRANSKY, DONALD",Business,40.75522108129511,-73.96516527690265
Bronx,Al Insaf Halal Grocery LLC,Business,40.83747309271868,-73.84767024790231
Queens,DP RENOVATION CORP,Business,40.70623924576456,-73.90417479583253
Manhattan,"WAGAWONGAWITZ, LLC",Business,40.73753637067619,-74.00400902542006
Queens,MUHAMMET TALHA HEPBICER,Business,40.73809195630599,-73.87030274909715
Queens,"KHAN, MOHAMMAD A",Business,40.71619832751479,-73.74969435018717
Queens,MOONLIGHT DELI GROCERY INC.,Business,40.76423686915766,-73.93264952317963
Manhattan,QUICKSILVER FOX LLC,Business,40.72347928937422,-73.98296794152269
Queens,SAM'S WIRELESS WAREHOUSE INC.,Business,40.67981050121406,-73.8444610750095
Manhattan,CHANG CHEN GROCERY INC.,Business,40.71250147161684,-73.99703854756866
Queens,ALEDREW CORP.,Business,40.74840328312085,-73.89078944261492
Brooklyn,KINGS COUNTY AUTO BODY CORP.,Business,40.69378129844356,-73.95411578254249
Staten Island,SKYLINE & SONS CONSTRUCTION CORP.,Business,40.63145319802457,-74.08778816869972
Bronx,"LASORSA CHEVROLET BUICK, INC.",Business,40.879147340868165,-73.8713728084835
Brooklyn,6923 THE LUCKY STORE CORP,Business,40.614064938317355,-73.98840217407479
Queens,LIN DEVELOPMENT INC,Business,40.74993791630851,-73.82087027020513
Brooklyn,STOP 1 DELI GOURMET CORP,Business,40.688596691502696,-73.96240916641868
Brooklyn,H&M CONSTRUCTION INC,Business,40.63591094701776,-74.00913717859365
Queens,VILLA MJ CONTRACTOR CORP,Business,40.7389703987056,-73.89166735090359
Queens,A & S USED AUTO PARTS & BODY WORKS INC.,Business,40.75991698279379,-73.84488044391566
Brooklyn,"A#1 ACE GENERAL CONTRACTORS, INC.",Business,40.646700149704245,-74.01448635556405
Queens,"CAPITAL IMPROVEMENT SERVICES, LLC",Business,40.74879866574062,-73.95090188588077
Queens,LIBERTY ELEVATOR CABS LLC,Business,40.68667344765191,-73.84317945297094
Bronx,PREMIUM RENOVATIONS LLC,Business,40.890044039804934,-73.8368477648734
Brooklyn,WHALE  ARC CORP,Business,40.59045970299986,-73.9626876434136
Manhattan,BIG APPLE MEAT MARKET INC.,Business,40.75678519888484,-73.99383853827679
Bronx,MI MEXICO FRUIT GROCERY CORP.,Business,40.807226706550985,-73.9184603997384
Manhattan,JP PARKING III CORP.,Business,40.85746662921292,-73.93224783980567
Brooklyn,ZL GEO INC.,Business,40.6013241828767,-74.00044293800255
Brooklyn,172 JEFFERSON ST LLC,Business,40.701146697682994,-73.9293519887294
Staten Island,NEW YORK SMSA LIMITED PARTNERSHIP,Business,40.57035420899509,-74.10986251392939
Queens,"BANGLA BAZAR GROCERY AND HALAL MEAT, INC.",Business,40.75084066395499,-73.89377026107564
Queens,WELCOME CONVENIENCE INC,Business,40.746572932515704,-73.8941560086327
Queens,MASTER INTERIOR & EXTERIOR CONSTRUCTION LLC,Business,40.714715729833785,-73.87867377360195
Brooklyn,EL CONUQUITO CORP,Business,40.679496864818255,-73.88602064735065
Queens,L & C Construction NY LLC,Business,40.66091555166173,-73.76391190888404
Queens,M & R EXPRESS MEDICAL SUPPLY INC.,Business,40.71115183272512,-73.9035256772624
Brooklyn,BALATON CONSTRUCTION OF NEW YORK,Business,40.61476105063721,-73.95232955468006
Bronx,"HUDSON WOODWORKERS, LLC",Business,40.80868374373726,-73.93039379386383
Queens,SPLENDID C&J AUTO COLLISION INC,Business,40.736711430085286,-73.93551718836574
Brooklyn,"FREDDY & SONS GENERAL CONSTRUCTION, INC.",Business,40.61393311598921,-73.98770704915206
Brooklyn,"BROOKLYN AUTO COLLISION, INC.",Business,40.63139294324213,-73.92822251369365
Queens,OPEN ROAD MOTORSPORTS LLC,Business,40.75366448608686,-73.92440560942694
Brooklyn,PARADISE FRUITS INC.,Business,40.636018012367096,-73.99110060436368
Manhattan,N. & A. GENERAL CONSTRUCTION CORP.,Business,40.75121507108545,-73.9833542556865
Brooklyn,"MRK COMPUTER SERVICES, INC.",Business,40.66523274301736,-73.95370647670997
Brooklyn,ALLSTATE TRANSMISSIONS OF N.Y. INC.,Business,40.59423243149939,-73.95164566659523
Brooklyn,GABRIEL'S WROUGHT IRON WORKS INC.,Business,40.67172216576643,-73.99154645567597
Brooklyn,FN FRANKLIN CONSTRUCTION CORP.,Business,40.64065130233505,-73.99235751871166
Queens,"HYL CONSTRUCTION, INC.",Business,40.75253420568554,-73.82608234149609
Queens,MORONI HOME IMPROVING INC,Business,40.695042424874,-73.84532708825154
Brooklyn,"URBAN ARBORISTS, INC.",Business,40.685719025541346,-73.97966757235537
Queens,"DEJESUS, HECTOR LUIS",Business,40.68853144047808,-73.84917519645033
Brooklyn,J&J AUTO REPAIR SHOP CORP.,Business,40.68111116128176,-73.88096307021135
Manhattan,105 WIRELESS INC,Business,40.71830850749442,-73.98547643562178
Manhattan,SKY PARKING CORP.,Business,40.71629163664359,-74.00945482122404
Brooklyn,ROCHESTER GOURMET CORP,Business,40.67825138618443,-73.92745823561991
Bronx,Prestigious Home Improvement LLC,Business,40.84743250251134,-73.82018122150727
Manhattan,SP PLUS CORPORATION,Business,40.781311764946494,-73.97225418170498
Manhattan,"ZACCARO, ROSANNA",Business,40.760781121185815,-73.98834052995801
Manhattan,SFILAPIZZA CORP.,Business,40.76741765431812,-73.9860613932607
Brooklyn,"SMITH, ALPHONSO & SMITH,YEMISI D",Business,40.68062499771632,-73.91456272292423
Staten Island,PCM Property Maintenance LLC,Business,40.54810314664053,-74.16605591221547
Manhattan,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",Business,40.80216128101186,-73.94956943413864
Brooklyn,BENJI TRANSMISSION AUTO REPAIR SHOP CORP.,Business,40.6755226123292,-73.88901609336003
Bronx,ARTHUR AVE AUTO COLLISION INC.,Business,40.84732798377989,-73.8928137671772
Brooklyn,BRIGHTON'S CONVENIENCE INC.,Business,40.57876034378846,-73.95968465809833
Bronx,ZOO & BOTANICAL MARKET INC.,Business,40.858124775370854,-73.86812378884764
Manhattan,"SIENA CONSTRUCTION, LTD.",Business,40.78417233747447,-73.97468320030295
Manhattan,75 WALL GARAGE CORP.,Business,40.70520018425455,-74.00766791509547
Brooklyn,"TAITS JEWELERS, INC",Business,40.62515746797743,-73.96525837736326
Manhattan,METROPOLITAN STORAGE CORP.,Business,40.78498466092544,-73.94344364905606
Manhattan,"MODUWA 84, INC.",Business,40.77451295988294,-73.94814617708042
Queens,PASSMORE COPELAND JR,Business,40.69464433924212,-73.72823556579112
Manhattan,VELAR CORP,Business,40.74468356401335,-73.99307096798262
Queens,"CARPLEX AUTOS, INC.",Business,40.72320315063354,-73.91267542195776
Queens,"BD CRAFTS, HOME & GARDEN INC",Business,40.749287902016405,-73.88876688345954
Queens,NEW INVENTION CONSTRUCTION INC,Business,40.68726579353189,-73.82564680748555
Manhattan,AVE D & 8 ST DELI CORP.,Business,40.72370861449053,-73.97603381603511
Manhattan,NEW YORK SMSA LIMITED PARTNERSHIP,Business,40.84988518920942,-73.93605809981746
Bronx,HSL & SON CONSTRUCTION CORP.,Business,40.865694997339034,-73.84622088634335
Brooklyn,WWW.EAUTOLEASE.COM INC,Business,40.59064223809506,-73.9400112996074
Bronx,"TURNBULL, RUSTEN",Business,40.87903446177485,-73.86862835593084
Queens,RENOVATION WITH PASSION INC,Business,40.73363280417352,-73.89874824755931
Manhattan,NEWBURY OPERATING LLC,Business,40.77836311341692,-73.9528768022995
Brooklyn,SKY HAWK CONSTRUCTION INC.,Business,40.609151936478874,-73.95543448995276
Queens,MOTT FAMOUS DELI CORP.,Business,40.60433339241671,-73.75303800188094
Queens,"GONZALEZ, MIYAN",Business,40.71087037062936,-73.87614862812751
Brooklyn,Greenery Unlimited,Business,40.72946512999157,-73.9592146390498
Brooklyn,"BARONIO, RICHARD",Business,40.67975246313631,-73.96977989672371
Queens,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",Business,40.69753291132018,-73.90425582956772
Manhattan,ABASTOS LLC,Business,40.79887747862024,-73.94142006770335
Staten Island,"RONYS SERVICES, INC.",Business,40.505292071868766,-74.24180995738706
Brooklyn,EXPRESS RENOVATIONS INC,Business,40.62141872823519,-74.00465405029563
Brooklyn,SDC Contract INC,Business,40.68914525862456,-73.93173015274489
Manhattan,"HUI, CHING LUNG",Business,40.71745298720585,-73.99594889384667
Queens,"KERSCH, LAWRENCE",Business,40.73266787876337,-73.75012681232012
Brooklyn,"FAR EAST IRON WORKS, INC.",Business,40.628489388305354,-74.00180849904578
Brooklyn,"A & K EXQUISITE HOME IMPROVEMENT, INC.",Business,40.65254872912639,-73.91466354802337
Queens,"L & N CONSTRUCTION INTERIORS, INC.",Business,40.70943816073831,-73.79108091828111
Queens,CELLCO PARTNERSHIP,Business,40.72048142024656,-73.84569013528538
Bronx,YOSELIN GROCERY CORP.,Business,40.830779811700566,-73.85709163146879
Queens,OLIVE MARKET INC,Business,40.76340603337145,-73.80704064503249
Staten Island,LA ROCA FUERTE DELI & GROCERY CORP,Business,40.57239180025943,-74.09327187247439
Queens,SILVERSTAR CONSTRUCTION NY CORP,Business,40.74060343175537,-73.77850805433853
Queens,Ziti construction corp,Business,40.70608420699334,-73.90258803401773
Manhattan,"MIKE'S SMOKE SHOP, INC.",Business,40.77744744132607,-73.94894545563677
Brooklyn,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",Business,40.70206240509973,-73.98670260001978
Queens,DOMSCO MOTORS LLC,Business,40.70505856939312,-73.81581520396871
Brooklyn,"GUNNING CONSTRUCTION, INC.",Business,40.641802430097435,-73.93493869154646
Bronx,SOUTHERN FAMILY GOURMET DELI CORP,Business,40.818035138292075,-73.89442892521829
Bronx,SUAREZ DELI & GROCERY INC,Business,40.860900709546755,-73.89599132625094
Brooklyn,Best Budget Construction LLC,Business,40.6814508615963,-73.86779535105278
Manhattan,HP Plus Contracting Corporation,Business,40.76943871395069,-73.94394422983451
Manhattan,VSM NY Holdings LLC,Business,40.78039413355943,-73.98149822847729
Queens,IDEAS CONSTRUCTION CORP,Business,40.760249595183346,-73.80380464811007
Brooklyn,"GREGORY ULTO, INC.",Business,40.624459333660134,-73.93230425222347
Queens,"NITTI, ANTONIO",Business,40.78460405222624,-73.8539335832242
Brooklyn,DA SHARP SERVICES INC,Business,40.57826533348856,-73.9502676729351
Brooklyn,J & P (BROOKLYN) REALTY LLC,Business,40.668495009211576,-73.950640175792
Staten Island,EXPRESS TIRE & AUTO SERVICE INC,Business,40.62546010528762,-74.14355666975692
Brooklyn,T-MOBILE NORTHEAST LLC,Business,40.688804355473216,-73.98087819599226
Brooklyn,MASTER INSTALL INC,Business,40.66297070221315,-73.94096631353185
Queens,Forastero Car Wash Corp,Business,40.701205874971706,-73.7818199071263
Queens,FREDD & H CONSTRUCTION CORP,Business,40.75955214172198,-73.87946925619592
Bronx,NY Quality Builders Inc,Business,40.83398060986437,-73.84676035927723
Queens,HOME DEPOT USA INC,Business,40.76949262681919,-73.84430577645315
Manhattan,ARC. Construction & Contracting Corp.,Business,40.82838271804322,-73.94041124356445
Manhattan,FAIRWAY BROADWAY LLC,Business,40.780589001051574,-73.98144401207723
Queens,ITALO'S DESIGN CORP.,Business,40.71423000153635,-73.81482672991002
Brooklyn,"JULIUS COHEN JEWELER, INC.",Business,40.718864110040414,-73.94428979421035
Brooklyn,KINGS 7 DELI & GROCERY INC,Business,40.60523665279114,-73.98075807759707
Queens,"Oquendo, Angel",Business,40.683444017852,-73.81444710072019
Queens,DMDChipalicory Inc.,Business,40.72749084460407,-73.80700753761462
Queens,JOHN & LOGAN DELI GROCERY CORP,Business,40.748154141941434,-73.86082741424376
Brooklyn,Baha Construction Corp,Business,40.62327337813893,-73.93195603126517
Manhattan,SHEEN BROTHERS INC.,Business,40.726805447482754,-73.97994006101962
Queens,"GARCIA, LUCAS",Business,40.74806740827347,-73.86877835119508
Brooklyn,FOR FRIENDS AUTO REPAIR CORP.,Business,40.6814961176534,-73.8764086936872
Manhattan,"SOLOMON'S INTL TRADING, CORP",Business,40.756926209643666,-73.9791838164705
Manhattan,LA LOMITA MEXICAN DELI CORP,Business,40.86436651501984,-73.91902302857609
Brooklyn,SALUTE CONTRACTING CORP.,Business,40.59740422976434,-73.97318761955516
Brooklyn,NYC EXPRESS SERVICES INC.,Business,40.624963172561415,-73.91782570070333
Bronx,FINEST AB CORP.,Business,40.838427814977365,-73.83536613533163
Queens,KORA GROUP CORP,Business,40.705830630041234,-73.81289518936165
Brooklyn,START 2 FINISH CONSTRUCTION INC,Business,40.62843372251102,-73.96201794794307
Brooklyn,E & M AUTO REPAIR INC.,Business,40.634262549013705,-73.96735773067722
Manhattan,206 E. 59TH ST. GARAGE CORP.,Business,40.76136136885068,-73.96615114382787
Outside NYC,MS GHOTRA CONSTRUCTION INC,Business,40.67256602797893,-73.81249102221099
Brooklyn,HOME DEPOT USA INC,Business,40.58270538748811,-73.9862619495111
Queens,BELLA VISTA HOME IMPROVEMENT LLC,Business,40.70378099833487,-73.86664382219303
Queens,77 PHARMACY INC,Business,40.74766350071503,-73.88370611914404
Queens,City Point Construction LLC,Business,40.69380091309583,-73.82552153434246
Brooklyn,AL BARAKA SUPERMARKET NY INC.,Business,40.68053965076139,-73.95197968039814
Brooklyn,THE MYRTLE WASH LLC,Business,40.694445763640616,-73.96231210872672
Queens,NEW YORK SMSA LIMITED PARTNERSHIP,Business,40.70424629810981,-73.79792826329394
Queens,Drywall Art Finishing Corp,Business,40.773164075975515,-73.84765127275357
Queens,SSS DVD VIDEO CORP.,Business,40.74480258627713,-73.91034825481177
Brooklyn,MIDTOWN SCOOTER TOURS INC,Business,40.66466637644593,-73.95142159005617
Manhattan,MP 56 LLC,Business,40.75944323277954,-73.96768261900469
Queens,"FERRARA, INC.",Business,40.73631112169096,-73.89505276409376
Brooklyn,HIGHLAWN ORTHOMED INC,Business,40.605706121325206,-73.98141699087958
Queens,"MARK CONTRACTING NY, INC.",Business,40.737582292085456,-73.73474699015067
Queens,PHASE ONE CONSTRUCTION INC,Business,40.73396569925997,-73.75502563168324
Staten Island,M & H ART GENERAL CONSTRUCTION CORP.,Business,40.54946752547711,-74.14568194348111
Queens,BIG SIX STATIONERY INC,Business,40.741459975872075,-73.90414940033223
Bronx,JAMES GENERAL CONSTRUCTION INC,Business,40.826637085168954,-73.87775426488002
Queens,"ULTFLORALS, INC.",Business,40.74966031827111,-73.88508493530624
Manhattan,LOWE'S HOME CENTERS LLC,Business,40.77585993073126,-73.98214216803522
Brooklyn,Williams Designs & Construction NYC Corp,Business,40.6527987124001,-73.9149443326326
Queens,"MARTINEZ,SALVADOR A",Business,40.70633384658816,-73.82391977196752
Queens,"M & T AUTO COLLISION, INC.",Business,40.68785485812054,-73.76354248566885
Queens,ECO HIGHLINE RESTORATION LLC,Business,40.67389731034022,-73.80268154546292
Manhattan,DON PANCHITO DELI & GROCERY CORP,Business,40.79761100920795,-73.9391999614722
Queens,ORGANIC TOWN DELI & GRILL INC,Business,40.70001113194224,-73.907234808533
Manhattan,THE RECEIVABLE MANAGEMENT SERVICES CORPORATION,Business,40.70663800310201,-74.01263105264304
Queens,ASTORIA GOURMET & MARKET PLACE INC.,Business,40.7702574794658,-73.91787025869624
Staten Island,ANGELS HOME IMPROVEMENTS INC,Business,40.586478528529696,-74.14995346129791
Brooklyn,"KHANZA, INC.",Business,40.64158896393729,-73.96946567763942
Brooklyn,"FFHP REAL ESTATE MANAGEMENT, INC.",Business,40.59080815839483,-73.92358901477402
Manhattan,THREE STORY CONSTRUCTION CORPORATION,Business,40.71181527741597,-73.99689790149544
Brooklyn,BLACKSTONE GROUP OF CONSTRUCTION INC,Business,40.62921860024971,-73.98548501533413
Manhattan,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",Business,40.777268831401315,-73.98891534495534
Manhattan,HAPPY HOME APPLIANCE REPAIR SERVICES INC.,Business,40.79835849860734,-73.94097627527705
Staten Island,JBF HVAC LLC,Business,40.53610779325369,-74.23940311795721
Staten Island,VIK'S FINE JEWELRY OF NY LTD.,Business,40.59123102933954,-74.16506498060497
Brooklyn,LANCE HOLDING CORP.,Business,40.66165615102577,-73.93142668323152
Queens,LOLA PRETZ LLC,Business,40.65629514546551,-73.84589626970256
Queens,W.H. NATHOO CONSTRUCTION INC.,Business,40.688581629860586,-73.82276590515586
Brooklyn,GWQ ROEBLING FOOD CORP,Business,40.70815544386999,-73.96103112412865
Bronx,LETS GO MAINTENANCE LLC,Business,40.8619552265245,-73.83520305025168
Brooklyn,HOME DEPOT USA INC,Business,40.692169228902706,-73.95193524439689
Manhattan,TRI CONTRACTING INC,Business,40.72828872815288,-73.98790604104992
Brooklyn,UR FANCY SHOP LLC,Business,40.700919374246496,-73.91769961803598
Brooklyn,SINGH BUILDERS CONSTRUCTION GROUP LLC,Business,40.60992877159216,-73.9241145708536
Manhattan,"WAGNER, JOHN M",Business,40.72473527907612,-73.9766431634559
Manhattan,"HAI THANH SEAFOOD, INC.",Business,40.71286101989145,-73.99648663796876
Queens,GRAND FRESH FRUIT AND VEGETABLE INC,Business,40.72459074667562,-73.89781313782508
Staten Island,TEMA BUILDERS GROUP CORP.,Business,40.6447535489877,-74.08894796726877
Manhattan,ROUGHOUSE GV LLC,Business,40.733627697283296,-74.00702891397061
Bronx,REY PROFESSIONAL AUTO REPAIR CORP,Business,40.841800917610946,-73.86481668026677
Bronx,AVANTI HOME RENOVATIONS LTD,Business,40.8871834275383,-73.81805562820598
Bronx,MAJOR SOUNDS ELECTRONICS INC,Business,40.84511083177016,-73.8905005593708
Queens,Fructose Inc,Business,40.719802545105054,-73.84500627654405
Manhattan,84TH STREET JEWLERY INC,Business,40.77715592072466,-73.95409443930004
Staten Island,"CARDINALE LANDSCAPING, INC.",Business,40.60320293599632,-74.11920412945277
Brooklyn,A.S.M. PHARMACY CORP.,Business,40.618123226377634,-73.95893327423286
Queens,HENRY'S TEAM LLC,Business,40.76599310898567,-73.92324001747888
Queens,"SUASNABAR, JORGE HUGO",Business,40.76140135767463,-73.87117424445783
Staten Island,BAYVIEW AUTO WRECKERS INC.,Business,40.64075431751715,-74.1677205764366
Queens,Uplands Construction Inc.,Business,40.768206606207386,-73.72812672569168
Staten Island,"INDUSTRY CITY PAINTERS, INC",Business,40.6056519623443,-74.06294089388466
Queens,SEA TOWN CORONA NY LLC,Business,40.75048038644445,-73.86202441442867
Brooklyn,BMG CONSTRUCTION INC.,Business,40.597396206652085,-73.99371641182327
Staten Island,PANACEA CONTRACTING CORP,Business,40.61614535717209,-74.1491700506723
Queens,"MILES, STEVEN",Business,40.67805120682856,-73.79084034859011
Manhattan,SALAD HUB INC,Business,40.73706705030129,-73.9970627149365
Brooklyn,NATURAL FOOD LAND LLC,Business,40.57726282600253,-73.96309099647893
Brooklyn,"DRUMOV, ALEXANDER",Business,40.578293136937624,-73.9580361947915
